	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
22291	123	Revised BKT Controller(4)	M 5_3_times_2_5	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	26	M  done	17	Single-KC	123	0.9999445438106843
22292	124	Revised BKT Controller(4)	M 9_8_times_5_3	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	30	M  JCommTable6.R1C0	17	Single-KC	124	0.976039835956658
22293	125	Revised BKT Controller(4)	M 9_8_times_5_3	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R0C0	33	M  JCommTable6.R0C0	19	Single-KC	125	0.9720905971453764
22294	126	Revised BKT Controller(4)	M 9_8_times_5_3	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	27	M  done	18	Single-KC	126	0.9999712292633466
22295	127	Revised BKT Controller(4)	M 2_5_times_7_10	2	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	31	M  JCommTable6.R1C0	18	Single-KC	127	0.9805891386494316
22296	128	Revised BKT Controller(4)	M 2_5_times_7_10	2	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R0C0	34	M  JCommTable6.R0C0	20	Single-KC	128	0.977039819100622
22297	129	Revised BKT Controller(4)	M 2_5_times_7_10	2	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	28	M  done	19	Single-KC	129	0.9999850738994489
22298	130	Revised BKT Controller(4)	M 3_7_times_5_9	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	32	M  JCommTable6.R1C0	19	Single-KC	130	0.9842885720960938
22299	131	Revised BKT Controller(4)	M 3_7_times_5_9	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R0C0	35	M  JCommTable6.R0C0	21	Single-KC	131	0.9811284253342868
22300	132	Revised BKT Controller(4)	M 3_7_times_5_9	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	29	M  done	20	Single-KC	132	0.9999922564723986
22301	133	Revised BKT Controller(4)	M 3_10_times_4_5	2	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R1C0	33	M  JCommTable6.R1C0	20	Single-KC	133	0.9872920834632438
22302	134	Revised BKT Controller(4)	M 3_10_times_4_5	2	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	36	M  JCommTable6.R0C0	22	Single-KC	134	0.9845005079551051
22303	135	Revised BKT Controller(4)	M 3_10_times_4_5	2	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	30	M  done	21	Single-KC	135	0.9999959827409539
22304	136	Revised BKT Controller(4)	AS 1_7_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable8.R0C0	9	AS JCommTable8.R0C0	3	Single-KC	136	1.96652007909496e-15
22305	137	Revised BKT Controller(4)	AS 1_7_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable6.R1C0	34	AS JCommTable6.R1C0	3	Single-KC	137	0.5297721977056115
22306	138	Revised BKT Controller(4)	AS 1_7_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable6.R0C0	37	AS JCommTable6.R0C0	4	Single-KC	138	0.6109763787286626
22307	139	Revised BKT Controller(4)	AS 1_7_plus_3_7	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	31	AS done	3	Single-KC	139	0.9229175000503875
22308	140	Revised BKT Controller(4)	M 1_6_times_6_7	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R1C0	35	M  JCommTable6.R1C0	21	Single-KC	140	0.989727414042109
22309	141	Revised BKT Controller(4)	M 1_6_times_6_7	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	38	M  JCommTable6.R0C0	23	Single-KC	141	0.9872778603440873
22310	142	Revised BKT Controller(4)	M 1_6_times_6_7	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	32	M  done	22	Single-KC	142	0.9999979158928415
22311	143	Revised BKT Controller(4)	M 2_3_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R1C0	36	M  JCommTable6.R1C0	22	Single-KC	143	0.9916999641758464
22312	144	Revised BKT Controller(4)	M 2_3_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	39	M  JCommTable6.R0C0	24	Single-KC	144	0.9895628153302777
22313	145	Revised BKT Controller(4)	M 2_3_times_1_2	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	33	M  done	23	Single-KC	145	0.9999989187905094
22314	146	Revised BKT Controller(4)	M 1_2_times_2_3	4	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R1C0	37	M  JCommTable6.R1C0	23	Single-KC	146	0.9932963091783292
22315	147	Revised BKT Controller(4)	M 1_2_times_2_3	4	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	40	M  JCommTable6.R0C0	25	Single-KC	147	0.9914409396598844
22316	148	Revised BKT Controller(4)	M 1_2_times_2_3	4	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	34	M  done	24	Single-KC	148	0.9999994390819138
22317	149	Revised BKT Controller(4)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R1C0	38	M  JCommTable6.R1C0	24	Single-KC	149	0.9945873050578259
22318	150	Revised BKT Controller(4)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	41	M  JCommTable6.R0C0	26	Single-KC	150	0.9929835002901066
22319	151	Revised BKT Controller(4)	M 4_5_times_3_10	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	35	M  done	25	Single-KC	151	0.9999997090027203
22320	152	Revised BKT Controller(4)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable6.R0C0	42	AS JCommTable6.R0C0	5	Single-KC	152	0.7392937657533077
22321	153	Revised BKT Controller(4)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable6.R1C0	39	AS JCommTable6.R1C0	4	Single-KC	153	0.692741403398858
22322	154	Revised BKT Controller(4)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	JCommTable6.R0C0	43	AS JCommTable6.R0C0	6	Single-KC	154	0.8366053505692173
22323	155	Revised BKT Controller(4)	AS 2_5_plus_4_5	1	done	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	done	36	AS done	4	Single-KC	155	0.9694299502238527
22324	1	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable8.R0C0	1	AD JCommTable8.R0C0	1	Single-KC	1	0.245487064873984
22325	2	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable4.R1C0	1	AD JCommTable4.R1C0	1	Single-KC	2	0.18709949996706574
22326	3	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable4.R0C0	1	AD JCommTable4.R0C0	1	Single-KC	3	0.20576871516687992
22327	4	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable5.R1C0	1	AD JCommTable5.R1C0	1	Single-KC	4	0.24555424661289996
22328	5	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	Single-KC	5	0.18229756968309282
22329	6	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable6.R1C0	1	AD JCommTable6.R1C0	1	Single-KC	6	0.1340709961119486
22330	7	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable6.R0C0	1	AD JCommTable6.R0C0	1	Single-KC	7	0.13956991576903538
22331	8	Revised BKT Controller(5)	AD 4_9_plus_3_4	1	done	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	done	1	AD done	1	Single-KC	8	0.19981494085631754
22332	9	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable4.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable4.R0C0	2	M  JCommTable4.R0C0	1	Single-KC	9	8.644347386366792e-15
22333	10	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable8.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable8.R0C0	2	M  JCommTable8.R0C0	1	Single-KC	10	1.4699707384774665e-15
22334	11	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable6.R0C0	2	M  JCommTable6.R0C0	1	Single-KC	11	0.3195501857117335
22335	12	Revised BKT Controller(5)	M 4_9_times_3_4	1	done	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	done	2	M  done	1	Single-KC	12	0.19756357755669765
22336	13	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable6.R0C0	3	M  JCommTable6.R0C0	2	Single-KC	13	0.36457561232590824
22337	14	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable6.R1C0	2	M  JCommTable6.R1C0	1	Single-KC	14	0.3923312402551052
22338	15	Revised BKT Controller(5)	M 4_9_times_3_4	1	JCommTable5.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable5.R0C0	2	M  JCommTable5.R0C0	1	Single-KC	15	1.6037881624094185e-09
22339	16	Revised BKT Controller(5)	M 4_9_times_3_4	1	done	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	done	3	M  done	2	Single-KC	16	0.3218395130943524
22340	17	Revised BKT Controller(5)	M 3_10_times_4_5	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable6.R0C0	4	M  JCommTable6.R0C0	3	Single-KC	17	0.41210297943188995
22341	18	Revised BKT Controller(5)	M 3_10_times_4_5	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable6.R1C0	3	M  JCommTable6.R1C0	2	Single-KC	18	0.4446494176490304
22342	19	Revised BKT Controller(5)	M 3_10_times_4_5	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable6.R0C0	5	M  JCommTable6.R0C0	4	Single-KC	19	0.4613279099413993
22343	20	Revised BKT Controller(5)	M 3_10_times_4_5	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable6.R1C0	4	M  JCommTable6.R1C0	3	Single-KC	20	0.49822414513825675
22344	21	Revised BKT Controller(5)	M 3_10_times_4_5	1	done	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	done	4	M  done	3	Single-KC	21	0.4777472797860459
22345	22	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R1C0	5	AD JCommTable6.R1C0	2	Single-KC	22	0.14922695723031465
22346	23	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R0C0	6	AD JCommTable6.R0C0	2	Single-KC	23	0.15580541900127773
22347	24	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	JCommTable8.R0C0	3	AD JCommTable8.R0C0	2	Single-KC	24	0.38789577115912977
22348	25	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R0C0	7	AD JCommTable6.R0C0	3	Single-KC	25	0.17354859094173952
22349	26	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable4.R1C0	2	AD JCommTable4.R1C0	2	Single-KC	26	0.25143761390151165
22350	27	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R1C0	6	AD JCommTable6.R1C0	3	Single-KC	27	0.1657682304187136
22351	28	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R0C0	8	AD JCommTable6.R0C0	4	Single-KC	28	0.19285076855478656
22352	29	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable4.R0C0	3	AD JCommTable4.R0C0	2	Single-KC	29	0.25344308482332173
22353	30	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R0C0	9	AD JCommTable6.R0C0	5	Single-KC	30	0.21374452062884478
22354	31	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable5.R1C0	2	AD JCommTable5.R1C0	2	Single-KC	31	0.2868305306562911
22355	32	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	JCommTable5.R0C0	3	AD JCommTable5.R0C0	2	Single-KC	32	0.21569312000217242
22356	33	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable6.R1C0	7	AD JCommTable6.R1C0	4	Single-KC	33	0.1837470425782434
22357	34	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	JCommTable6.R0C0	10	AD JCommTable6.R0C0	6	Single-KC	34	0.23623939751007383
22358	35	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable6.R1C0	8	AD JCommTable6.R1C0	5	Single-KC	35	0.20320082959521774
22359	36	Revised BKT Controller(5)	AD 1_2_plus_2_3	1	done	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	done	5	AD done	2	Single-KC	36	0.32291905093656065
22360	37	Revised BKT Controller(5)	M 5_6_times_1_7	1	JCommTable4.R1C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable4.R1C0	3	M  JCommTable4.R1C0	1	Single-KC	37	5.856917232667731e-16
22361	38	Revised BKT Controller(5)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	incorrect	1	1	1	JCommTable6.R0C0	11	M  JCommTable6.R0C0	5	Single-KC	38	0.5113187347735875
22362	39	Revised BKT Controller(5)	M 5_6_times_1_7	1	done	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	done	6	M  done	4	Single-KC	39	0.6381148789735365
22363	40	Revised BKT Controller(5)	M 5_6_times_1_7	1	JCommTable4.R1C0	1/1/1970 0:22	1/1/1970 0:22		1/1/1970 0:22	incorrect	1	0	0	JCommTable4.R1C0	4	M  JCommTable4.R1C0	2	Single-KC	40	5.856917232667731e-16
22364	41	Revised BKT Controller(5)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	hint	0	1	1	JCommTable6.R1C0	9	M  JCommTable6.R1C0	4	Single-KC	41	0.551839681402541
22365	42	Revised BKT Controller(5)	M 5_6_times_1_7	1	done	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	1/1/1970 0:22	correct	0	1	0	done	7	M  done	5	Single-KC	42	0.7726705973490963
22366	43	Revised BKT Controller(5)	M 1_3_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R1C0	10	M  JCommTable6.R1C0	5	Single-KC	43	0.6042765977084792
22367	44	Revised BKT Controller(5)	M 1_3_times_1_6	1	done	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	done	8	M  done	6	Single-KC	44	0.8675782696408888
22368	45	Revised BKT Controller(5)	M 1_3_times_1_6	1	JCommTable6.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R0C0	12	M  JCommTable6.R0C0	6	Single-KC	45	0.5610841727335157
22369	46	Revised BKT Controller(5)	M 1_3_times_1_6	1	done	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	done	9	M  done	7	Single-KC	46	0.9266256481181316
22370	47	Revised BKT Controller(5)	M 5_4_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R1C0	11	M  JCommTable6.R1C0	6	Single-KC	47	0.6544203086251913
22371	48	Revised BKT Controller(5)	M 5_4_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R0C0	13	M  JCommTable6.R0C0	7	Single-KC	48	0.6096506259656932
22372	49	Revised BKT Controller(5)	M 5_4_times_1_2	1	done	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	done	10	M  done	8	Single-KC	49	0.960541073142266
22373	50	Revised BKT Controller(5)	M 1_8_times_3_4	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R1C0	12	M  JCommTable6.R1C0	7	Single-KC	50	0.7013503803167155
22374	51	Revised BKT Controller(5)	M 1_8_times_3_4	1	JCommTable6.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable6.R0C0	14	M  JCommTable6.R0C0	8	Single-KC	51	0.6561365929128693
22375	52	Revised BKT Controller(5)	M 1_8_times_3_4	1	done	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	done	11	M  done	9	Single-KC	52	0.9791329825986912
22376	53	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable6.R1C0	13	AD JCommTable6.R1C0	6	Single-KC	53	0.2241486537938442
22377	54	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable4.R1C0	5	AD JCommTable4.R1C0	3	Single-KC	54	0.32894707512821997
22378	55	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable8.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	correct	0	1	0	JCommTable8.R0C0	4	AD JCommTable8.R0C0	3	Single-KC	55	0.5524306375305892
22379	56	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable4.R0C0	4	AD JCommTable4.R0C0	3	Single-KC	56	0.30788128171882917
22380	57	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	hint	0	1	1	JCommTable4.R1C0	6	AD JCommTable4.R1C0	4	Single-KC	57	0.41703849405170146
22381	58	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable6.R1C0	14	AD JCommTable6.R1C0	7	Single-KC	58	0.24658766858730805
22382	59	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	hint	0	1	1	JCommTable4.R0C0	5	AD JCommTable4.R0C0	4	Single-KC	59	0.36824483269364405
22383	60	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable6.R1C0	15	AD JCommTable6.R1C0	8	Single-KC	60	0.27048985430659545
22384	61	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	incorrect	1	1	1	JCommTable5.R1C0	3	AD JCommTable5.R1C0	3	Single-KC	61	0.3319919393090919
22385	62	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	2	0	0	JCommTable6.R0C0	15	AD JCommTable6.R0C0	7	Single-KC	62	0.26031786456457356
22386	63	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	1/1/1970 0:23	hint	0	1	1	JCommTable5.R0C0	4	AD JCommTable5.R0C0	3	Single-KC	63	0.25331128287781185
22387	64	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:23	1/1/1970 0:23		1/1/1970 0:23	incorrect	1	0	0	JCommTable6.R1C0	16	AD JCommTable6.R1C0	9	Single-KC	64	0.29579928450136367
22388	65	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	correct	0	1	0	JCommTable6.R0C0	16	AD JCommTable6.R0C0	8	Single-KC	65	0.2859317278852869
22389	66	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	hint	0	1	1	JCommTable6.R1C0	17	AD JCommTable6.R1C0	10	Single-KC	66	0.32243019936145084
22390	67	Revised BKT Controller(5)	AD 5_3_plus_9_8	1	done	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	1/1/1970 0:24	correct	0	1	0	done	12	AD done	3	Single-KC	67	0.4766851853935393
22391	68	Revised BKT Controller(5)	AS 2_9_plus_3_9	1	JCommTable8.R0C0	1/1/1970 0:24	1/1/1970 0:24		1/1/1970 0:24	incorrect	1	0	0	JCommTable8.R0C0	5	AS JCommTable8.R0C0	1	Single-KC	68	9.75301402812091e-16
22392	69	Revised BKT Controller(5)	AS 2_9_plus_3_9	1	JCommTable6.R0C0	1/1/1970 0:24	1/1/1970 0:24		1/1/1970 0:24	incorrect	1	0	0	JCommTable6.R0C0	17	AS JCommTable6.R0C0	1	Single-KC	69	0.11686024874714185
