	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
297	49	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable5.R0C0	1/1/1970 0:13	1/1/1970 0:13		1/1/1970 0:13	incorrect	1	0	0	JCommTable5.R0C0	2	AD JCommTable5.R0C0	2	Single-KC	49	0.3052387322871503
298	50	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13		1/1/1970 0:13	incorrect	1	0	0	JCommTable6.R1C0	14	AD JCommTable6.R1C0	4	Single-KC	50	0.24301813350900855
299	51	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable5.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	hint	0	1	1	JCommTable5.R1C0	2	AD JCommTable5.R1C0	2	Single-KC	51	0.412765358173394
300	52	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable5.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	hint	0	1	1	JCommTable5.R0C0	3	AD JCommTable5.R0C0	3	Single-KC	52	0.3763113239581565
301	53	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R1C0	15	AD JCommTable6.R1C0	5	Single-KC	53	0.30609423656169804
302	54	BKT Controller(3)	AD 1_4_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	incorrect	1	1	1	JCommTable6.R0C0	13	AD JCommTable6.R0C0	4	Single-KC	54	0.20810019858018844
303	55	BKT Controller(3)	AD 1_4_plus_4_5	1	done	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	done	12	AD done	3	Single-KC	55	0.7837698617943685
304	56	BKT Controller(3)	M 5_6_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R1C0	16	M  JCommTable6.R1C0	8	Single-KC	56	0.8998833462140952
305	57	BKT Controller(3)	M 5_6_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R0C0	14	M  JCommTable6.R0C0	8	Single-KC	57	0.8845261077687427
306	58	BKT Controller(3)	M 5_6_times_2_3	1	done	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	done	13	M  done	8	Single-KC	58	0.9890234979343832
307	59	BKT Controller(3)	M 2_5_times_7_10	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R1C0	17	M  JCommTable6.R1C0	9	Single-KC	59	0.9211816044316559
308	60	BKT Controller(3)	M 2_5_times_7_10	1	JCommTable6.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R0C0	15	M  JCommTable6.R0C0	9	Single-KC	60	0.9100272504726971
309	61	BKT Controller(3)	M 2_5_times_7_10	1	done	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	done	14	M  done	9	Single-KC	61	0.9947860075374995
310	62	BKT Controller(3)	M 5_3_times_2_5	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R1C0	18	M  JCommTable6.R1C0	10	Single-KC	62	0.9382598489651748
311	63	BKT Controller(3)	M 5_3_times_2_5	1	JCommTable6.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R0C0	16	M  JCommTable6.R0C0	10	Single-KC	63	0.9303402588116787
312	64	BKT Controller(3)	M 5_3_times_2_5	1	done	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	done	15	M  done	10	Single-KC	64	0.9975308331535994
313	65	BKT Controller(3)	AS 5_4_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:13	correct	0	1	0	JCommTable6.R0C0	17	AS JCommTable6.R0C0	3	Single-KC	65	0.43321323199980905
314	66	BKT Controller(3)	AS 5_4_plus_3_4	1	done	1/1/1970 0:13	1/1/1970 0:13		1/1/1970 0:13	incorrect	1	0	0	done	16	AS done	3	Single-KC	66	0.9480984222051076
315	67	BKT Controller(3)	AS 5_4_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:13	1/1/1970 0:13		1/1/1970 0:13	incorrect	1	0	0	JCommTable8.R0C0	4	AS JCommTable8.R0C0	1	Single-KC	67	1.2357607252746416e-30
316	68	BKT Controller(3)	AS 5_4_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:13	1/1/1970 0:13	1/1/1970 0:14	1/1/1970 0:14	incorrect	1	1	1	JCommTable6.R1C0	19	AS JCommTable6.R1C0	4	Single-KC	68	0.7919925144235163
317	69	BKT Controller(3)	AS 5_4_plus_3_4	1	done	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	done	17	AS done	4	Single-KC	69	0.9821613502557038
318	70	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:14	1/1/1970 0:14		1/1/1970 0:14	incorrect	1	0	0	JCommTable6.R0C0	18	AD JCommTable6.R0C0	5	Single-KC	70	0.26327316330620815
319	71	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable8.R0C0	5	AD JCommTable8.R0C0	3	Single-KC	71	0.717028970983304
320	72	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:14	1/1/1970 0:14		1/1/1970 0:14	incorrect	1	0	0	JCommTable6.R1C0	20	AD JCommTable6.R1C0	6	Single-KC	72	0.37738016095150406
321	73	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable4.R1C0	6	AD JCommTable4.R1C0	4	Single-KC	73	0.694612893750814
322	74	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable4.R0C0	3	AD JCommTable4.R0C0	3	Single-KC	74	0.49617880048258267
323	75	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable5.R1C0	3	AD JCommTable5.R1C0	3	Single-KC	75	0.5388252779973383
324	76	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable5.R0C0	4	AD JCommTable5.R0C0	4	Single-KC	76	0.45313918542449183
325	77	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable6.R1C0	21	AD JCommTable6.R1C0	7	Single-KC	77	0.4543963478168659
326	78	BKT Controller(3)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	incorrect	1	1	0	JCommTable6.R0C0	19	AD JCommTable6.R0C0	6	Single-KC	78	0.3270330671459623
327	79	BKT Controller(3)	AD 7_8_plus_1_3	1	done	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	done	18	AD done	4	Single-KC	79	0.8698987124978674
328	80	BKT Controller(3)	M 2_8_times_3_7	1	JCommTable6.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable6.R1C0	22	M  JCommTable6.R1C0	11	Single-KC	80	0.9518311063414981
329	81	BKT Controller(3)	M 2_8_times_3_7	1	JCommTable6.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable6.R0C0	20	M  JCommTable6.R0C0	11	Single-KC	81	0.9463376593719642
330	82	BKT Controller(3)	M 2_8_times_3_7	1	done	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	done	19	M  done	11	Single-KC	82	0.9988323838301356
331	83	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable8.R0C0	6	AD JCommTable8.R0C0	4	Single-KC	83	0.844515222642331
332	84	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable4.R1C0	7	AD JCommTable4.R1C0	5	Single-KC	84	0.8225538468578029
333	85	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable4.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable4.R0C0	4	AD JCommTable4.R0C0	4	Single-KC	85	0.61635036125049
334	86	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable5.R1C0	4	AD JCommTable5.R1C0	4	Single-KC	86	0.6601076417520446
335	87	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable5.R0C0	5	AD JCommTable5.R0C0	5	Single-KC	87	0.5322662383636706
336	88	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable6.R1C0	23	AD JCommTable6.R1C0	8	Single-KC	88	0.5336582996063929
337	89	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable6.R0C0	21	AD JCommTable6.R0C0	7	Single-KC	89	0.3978947436115099
338	90	BKT Controller(3)	AD 4_5_plus_2_7	1	done	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	done	20	AD done	5	Single-KC	90	0.9250034158849609
339	91	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable8.R0C0	7	AD JCommTable8.R0C0	5	Single-KC	91	0.920901424600658
340	92	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	1/1/1970 0:14	correct	0	1	0	JCommTable4.R1C0	8	AD JCommTable4.R1C0	6	Single-KC	92	0.9042806215480012
341	93	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable4.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable4.R0C0	5	AD JCommTable4.R0C0	5	Single-KC	93	0.7238133723585863
342	94	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	JCommTable5.R0C0	6	AD JCommTable5.R0C0	6	Single-KC	94	0.6098029761015636
343	95	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable5.R1C0	5	AD JCommTable5.R1C0	5	Single-KC	95	0.763494327337873
344	96	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable5.R0C0	7	AD JCommTable5.R0C0	7	Single-KC	96	0.6821616351116458
345	97	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R1C0	24	AD JCommTable6.R1C0	9	Single-KC	97	0.6112565651576702
346	98	BKT Controller(3)	AD 4_5_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R0C0	22	AD JCommTable6.R0C0	8	Single-KC	98	0.47331173159191553
347	99	BKT Controller(3)	AD 4_5_plus_2_7	1	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	done	21	AD done	6	Single-KC	99	0.957898006866196
348	100	BKT Controller(3)	M 4_5_times_2_7	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R1C0	25	M  JCommTable6.R1C0	12	Single-KC	100	0.9625383383665082
349	101	BKT Controller(3)	M 4_5_times_2_7	1	JCommTable4.R1C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	JCommTable4.R1C0	9	M  JCommTable4.R1C0	3	Single-KC	101	1.0115877641920738e-29
350	102	BKT Controller(3)	M 4_5_times_2_7	1	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R0C0	23	M  JCommTable6.R0C0	12	Single-KC	102	0.9588238476241701
351	103	BKT Controller(3)	M 4_5_times_2_7	1	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	done	22	M  done	12	Single-KC	103	0.9994482387830073
352	104	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable8.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable8.R0C0	8	AD JCommTable8.R0C0	6	Single-KC	104	0.9614727833517315
353	105	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable4.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable4.R1C0	10	AD JCommTable4.R1C0	7	Single-KC	105	0.9506257388811362
354	106	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable4.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable4.R0C0	6	AD JCommTable4.R0C0	6	Single-KC	106	0.8104332368869422
355	107	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable5.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable5.R1C0	6	AD JCommTable5.R1C0	6	Single-KC	107	0.8429168535825406
356	108	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable5.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable5.R0C0	8	AD JCommTable5.R0C0	8	Single-KC	108	0.7466762195034256
357	109	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R1C0	26	AD JCommTable6.R1C0	10	Single-KC	109	0.6835981785093083
358	110	BKT Controller(3)	AD 7_8_plus_1_3	2	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R0C0	24	AD JCommTable6.R0C0	9	Single-KC	110	0.5499665412133877
359	111	BKT Controller(3)	AD 7_8_plus_1_3	2	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	done	23	AD done	7	Single-KC	111	0.9767275521766379
360	112	BKT Controller(3)	M 2_3_times_11_9	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R1C0	27	M  JCommTable6.R1C0	13	Single-KC	112	0.9709381804572581
361	113	BKT Controller(3)	M 2_3_times_11_9	1	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable6.R0C0	25	M  JCommTable6.R0C0	13	Single-KC	113	0.9685014433147594
362	114	BKT Controller(3)	M 2_3_times_11_9	1	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	done	24	M  done	13	Single-KC	114	0.9997393480207943
363	115	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	JCommTable6.R1C0	28	AD JCommTable6.R1C0	11	Single-KC	115	0.748027046612851
364	116	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	JCommTable8.R0C0	9	AD JCommTable8.R0C0	7	Single-KC	116	0.9816489064068075
365	117	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	hint	0	1	1	JCommTable4.R1C0	11	AD JCommTable4.R1C0	8	Single-KC	117	0.9751482999440427
366	118	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable4.R0C0	7	AD JCommTable4.R0C0	7	Single-KC	118	0.8745934861121271
367	119	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable5.R1C0	7	AD JCommTable5.R1C0	7	Single-KC	119	0.8991896211357715
368	120	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable5.R0C0	9	AD JCommTable5.R0C0	9	Single-KC	120	0.801898539633337
369	121	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable6.R1C0	29	AD JCommTable6.R1C0	12	Single-KC	121	0.8031148980684595
370	122	BKT Controller(3)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable6.R0C0	26	AD JCommTable6.R0C0	10	Single-KC	122	0.6243200721355097
371	123	BKT Controller(3)	AD 1_2_plus_2_3	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	done	25	AD done	8	Single-KC	123	0.9872479470924728
372	124	BKT Controller(3)	AS 3_8_plus_7_8	1	JCommTable8.R0C0	1/1/1970 0:16	1/1/1970 0:16		1/1/1970 0:16	incorrect	1	0	0	JCommTable8.R0C0	10	AS JCommTable8.R0C0	2	Single-KC	124	1.2357607252746416e-30
373	125	BKT Controller(3)	AS 3_8_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable6.R1C0	30	AS JCommTable6.R1C0	5	Single-KC	125	0.9164077993991694
374	126	BKT Controller(3)	AS 3_8_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	JCommTable6.R0C0	27	AS JCommTable6.R0C0	4	Single-KC	126	0.6609637187041982
375	127	BKT Controller(3)	AS 3_8_plus_7_8	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	done	26	AS done	5	Single-KC	127	0.9940100675697937
376	1	BKT Controller(4)	AS 3_7_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable6.R1C0	1	AS JCommTable6.R1C0	1	Single-KC	1	0.08431136699899126
377	2	BKT Controller(4)	AS 3_7_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable6.R0C0	1	AS JCommTable6.R0C0	1	Single-KC	2	0.06350768349196911
378	3	BKT Controller(4)	AS 3_7_plus_4_7	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	done	1	AS done	1	Single-KC	3	0.5371846155100433
379	4	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16		1/1/1970 0:16	incorrect	1	0	0	JCommTable6.R1C0	2	AD JCommTable6.R1C0	1	Single-KC	4	0.06666892961411794
380	5	BKT Controller(4)	AD 5_9_plus_3_7	1	done	1/1/1970 0:16	1/1/1970 0:16		1/1/1970 0:16	incorrect	1	0	0	done	2	AD done	1	Single-KC	5	0.38075425066823904
381	6	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable8.R0C0	1	AD JCommTable8.R0C0	1	Single-KC	6	0.24146724500943612
382	7	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable4.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable4.R1C0	1	AD JCommTable4.R1C0	1	Single-KC	7	0.1342747427147425
383	8	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable4.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable4.R0C0	1	AD JCommTable4.R0C0	1	Single-KC	8	0.17601771092214683
384	9	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable5.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable5.R1C0	1	AD JCommTable5.R1C0	1	Single-KC	9	0.19619585763274255
385	10	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable5.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	Single-KC	10	0.15587435308879055
386	11	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable6.R1C0	3	AD JCommTable6.R1C0	2	Single-KC	11	0.08937738488552552
387	12	BKT Controller(4)	AD 5_9_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable6.R0C0	2	AD JCommTable6.R0C0	1	Single-KC	12	0.0568867961917766
388	13	BKT Controller(4)	AD 5_9_plus_3_7	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	done	3	AD done	2	Single-KC	13	0.5314442760732425
389	14	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable5.R1C0	2	M  JCommTable5.R1C0	1	Single-KC	14	2.1795772824179386e-23
390	15	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable4.R0C0	2	M  JCommTable4.R0C0	1	Single-KC	15	1.2138013159188045e-14
391	16	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable8.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable8.R0C0	2	M  JCommTable8.R0C0	1	Single-KC	16	1.2568644216774131e-30
392	17	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable6.R0C0	3	M  JCommTable6.R0C0	1	Single-KC	17	0.3871635584410545
393	18	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable5.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable5.R0C0	2	M  JCommTable5.R0C0	1	Single-KC	18	3.95204681488882e-10
394	19	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable6.R1C0	4	M  JCommTable6.R1C0	1	Single-KC	19	0.45222613922485205
395	20	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable5.R1C0	3	M  JCommTable5.R1C0	2	Single-KC	20	2.1795772824179386e-23
396	21	BKT Controller(4)	M 6_7_times_1_6	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable4.R1C0	2	M  JCommTable4.R1C0	1	Single-KC	21	5.839053844458097e-30
397	22	BKT Controller(4)	M 6_7_times_1_6	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	done	4	M  done	1	Single-KC	22	0.21414487765377402
398	23	BKT Controller(4)	AS 7_9_plus_4_9	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable6.R1C0	5	AS JCommTable6.R1C0	2	Single-KC	23	0.20955227016053748
399	24	BKT Controller(4)	AS 7_9_plus_4_9	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable6.R0C0	4	AS JCommTable6.R0C0	2	Single-KC	24	0.14746348035891263
