	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
2210	0	BKT Controller_random(1)	AS 5_1_plus_6_1	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	1	1	1	Single-KC	1	JCommTable6.R1C0	1	AS JCommTable6.R1C0	1	0.45615347432527475
2211	1	BKT Controller_random(1)	AS 5_1_plus_6_1	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	1	1	1	Single-KC	2	JCommTable6.R0C0	1	AS JCommTable6.R0C0	1	0.4733942548789652
2212	2	BKT Controller_random(1)	AS 5_1_plus_6_1	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	Single-KC	3	done	1	AS done	1	0.30670697442210726
2213	3	BKT Controller_random(1)	M 5_10_times_2_9	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	1	Single-KC	4	done	2	M  done	1	0.26547097555996124
2214	4	BKT Controller_random(1)	M 5_10_times_2_9	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	2	1	1	Single-KC	5	JCommTable6.R0C0	2	M  JCommTable6.R0C0	1	0.1856652324747042
2215	5	BKT Controller_random(1)	M 5_10_times_2_9	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	2	1	1	Single-KC	6	JCommTable6.R1C0	2	M  JCommTable6.R1C0	1	0.33703083111457416
2216	6	BKT Controller_random(1)	AS 9_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	1	Single-KC	7	JCommTable6.R1C0	3	AS JCommTable6.R1C0	2	0.46298570605059886
2217	7	BKT Controller_random(1)	AS 9_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	2	1	0	Single-KC	8	JCommTable6.R0C0	3	AS JCommTable6.R0C0	2	0.48934062017316676
2218	8	BKT Controller_random(1)	AS 9_8_plus_3_8	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	0	Single-KC	9	done	3	AS done	2	0.5796281280183496
2219	9	BKT Controller_random(1)	M 6_9_times_5_1	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	correct	1	1	0	Single-KC	10	JCommTable6.R1C0	4	M  JCommTable6.R1C0	2	0.37620899572919303
2220	10	BKT Controller_random(1)	M 6_9_times_5_1	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	0	Single-KC	11	done	4	M  done	2	0.44113943629618363
2221	11	BKT Controller_random(1)	M 6_9_times_5_1	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	Single-KC	12	JCommTable6.R0C0	4	M  JCommTable6.R0C0	2	0.24493107034838832
2222	12	BKT Controller_random(1)	M 9_10_times_7_7	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	2	1	1	Single-KC	13	JCommTable6.R1C0	5	M  JCommTable6.R1C0	3	0.41707632157714486
2223	13	BKT Controller_random(1)	M 9_10_times_7_7	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	1	1	0	Single-KC	14	JCommTable6.R0C0	5	M  JCommTable6.R0C0	3	0.31577905309545196
2224	14	BKT Controller_random(1)	M 9_10_times_7_7	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	Single-KC	15	done	5	M  done	3	0.6328925334122544
2225	15	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	16	JCommTable6.R0C0	6	AD JCommTable6.R0C0	1	0.30580831865288416
2226	16	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	incorrect	3	1	1	Single-KC	17	JCommTable6.R1C0	6	AD JCommTable6.R1C0	1	0.23356200761071044
2227	17	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	Single-KC	18	JCommTable8.R0C0	1	AD JCommTable8.R0C0	1	0.5619632741731745
2228	18	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	Single-KC	19	JCommTable4.R1C0	1	AD JCommTable4.R1C0	1	0.19888918364032385
2229	19	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	Single-KC	20	JCommTable4.R0C0	1	AD JCommTable4.R0C0	1	0.14129983782901023
2230	20	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	1	1	1	Single-KC	21	JCommTable5.R1C0	1	AD JCommTable5.R1C0	1	0.10625447412394547
2231	21	BKT Controller_random(1)	AD 8_1_plus_9_1	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	Single-KC	22	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	0.09991672787174767
2232	22	BKT Controller_random(1)	AD 8_1_plus_9_1	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	23	done	6	AD done	1	0.21981063145932775
2233	23	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	24	JCommTable5.R0C0	2	AS JCommTable5.R0C0	1	8.512258476653942e-11
2234	24	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	25	JCommTable4.R0C0	2	AS JCommTable4.R0C0	1	4.0458077110758297e-22
2235	25	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	26	JCommTable5.R1C0	2	AS JCommTable5.R1C0	1	5.432831483671668e-08
2236	26	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	27	JCommTable4.R1C0	2	AS JCommTable4.R1C0	1	1.4180624112101797e-20
2237	27	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	Single-KC	28	JCommTable8.R0C0	2	AS JCommTable8.R0C0	1	6.378608751693495e-73
2238	28	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	29	JCommTable6.R1C0	7	AS JCommTable6.R1C0	3	0.4698318647120565
2239	29	BKT Controller_random(1)	AS 9_4_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	30	JCommTable6.R0C0	7	AS JCommTable6.R0C0	3	0.505308709177796
2240	30	BKT Controller_random(1)	AS 9_4_plus_3_4	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	31	done	7	AS done	3	0.8112348519210925
2241	31	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	incorrect	4	1	1	Single-KC	32	JCommTable6.R1C0	8	AD JCommTable6.R1C0	2	0.24124608637828715
2242	32	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	33	JCommTable4.R1C0	3	AD JCommTable4.R1C0	2	0.2715127772813379
2243	33	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	34	JCommTable4.R0C0	3	AD JCommTable4.R0C0	2	0.1864974412510879
2244	34	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	1	1	1	Single-KC	35	JCommTable8.R0C0	3	AD JCommTable8.R0C0	2	0.569276933939853
2245	35	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	Single-KC	36	JCommTable5.R0C0	3	AD JCommTable5.R0C0	2	0.13107373785746726
2246	36	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	Single-KC	37	JCommTable5.R1C0	3	AD JCommTable5.R1C0	2	0.19570768526593157
2247	37	BKT Controller_random(1)	AD 2_7_plus_10_3	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	Single-KC	38	JCommTable6.R0C0	8	AD JCommTable6.R0C0	2	0.31587217814400625
2248	38	BKT Controller_random(1)	AD 2_7_plus_10_3	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	39	done	8	AD done	2	0.36366098868870966
2249	39	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	40	JCommTable5.R1C0	4	M  JCommTable5.R1C0	1	2.6397197664351047e-08
2250	40	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	41	JCommTable5.R0C0	4	M  JCommTable5.R0C0	1	5.433632119629818e-14
2251	41	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	Single-KC	42	JCommTable6.R0C0	9	M  JCommTable6.R0C0	4	0.3963626527082733
2252	42	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	43	JCommTable4.R0C0	4	M  JCommTable4.R0C0	1	2.3062095767754936e-18
2253	43	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	44	JCommTable4.R1C0	4	M  JCommTable4.R1C0	1	4.007038585974552e-20
2254	44	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	2	1	1	Single-KC	45	JCommTable6.R1C0	9	M  JCommTable6.R1C0	4	0.4591156076591489
2255	45	BKT Controller_random(1)	M 1_9_times_2_7	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	46	JCommTable8.R0C0	4	M  JCommTable8.R0C0	1	2.0363770449868306e-66
2256	46	BKT Controller_random(1)	M 1_9_times_2_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	47	done	9	M  done	4	0.7901501979515826
2257	47	BKT Controller_random(1)	M 6_9_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	48	JCommTable6.R0C0	10	M  JCommTable6.R0C0	5	0.4829940826967407
2258	48	BKT Controller_random(1)	M 6_9_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	49	JCommTable6.R1C0	10	M  JCommTable6.R1C0	5	0.5017449935099132
2259	49	BKT Controller_random(1)	M 6_9_times_9_7	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	50	done	10	M  done	5	0.8915832294755829
2260	50	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:04	1/1/1970 0:04	incorrect	3	1	1	Single-KC	51	JCommTable6.R1C0	11	AD JCommTable6.R1C0	3	0.24910080406450605
2261	51	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	52	JCommTable8.R0C0	5	AD JCommTable8.R0C0	3	0.5765604930934196
2262	52	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	0	Single-KC	53	JCommTable5.R0C0	5	AD JCommTable5.R0C0	3	0.17011022639106416
2263	53	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	Single-KC	54	JCommTable4.R0C0	5	AD JCommTable4.R0C0	3	0.2420767245742947
2264	54	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	55	JCommTable4.R1C0	5	AD JCommTable4.R1C0	3	0.3587783743134694
2265	55	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	Single-KC	56	JCommTable5.R1C0	5	AD JCommTable5.R1C0	3	0.3324561527165225
2266	56	BKT Controller_random(1)	AD 10_3_plus_10_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	Single-KC	57	JCommTable6.R0C0	11	AD JCommTable6.R0C0	3	0.3261116449863801
2267	57	BKT Controller_random(1)	AD 10_3_plus_10_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	58	done	11	AD done	3	0.536870826813128
2268	58	BKT Controller_random(1)	M 2_2_times_1_9	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	59	JCommTable6.R0C0	12	M  JCommTable6.R0C0	6	0.5706599369200052
2269	59	BKT Controller_random(1)	M 2_2_times_1_9	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	60	JCommTable6.R1C0	12	M  JCommTable6.R1C0	6	0.5443490252216165
2270	60	BKT Controller_random(1)	M 2_2_times_1_9	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	61	done	12	M  done	6	0.9472600789186715
2271	61	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	Single-KC	62	JCommTable6.R0C0	13	AD JCommTable6.R0C0	4	0.3365197655366173
2272	62	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	0	Single-KC	63	JCommTable5.R1C0	6	AD JCommTable5.R1C0	4	0.5047864638401934
2273	63	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	64	JCommTable8.R0C0	6	AD JCommTable8.R0C0	4	0.5838109310249117
2274	64	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	1/1/1970 0:05	incorrect	5	1	0	Single-KC	65	JCommTable6.R1C0	13	AD JCommTable6.R1C0	4	0.25712459809484733
2275	65	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	66	JCommTable4.R1C0	6	AD JCommTable4.R1C0	4	0.4565152117394394
2276	66	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	correct	2	1	0	Single-KC	67	JCommTable4.R0C0	6	AD JCommTable4.R0C0	4	0.3079494556457821
2277	67	BKT Controller_random(1)	AD 5_4_plus_2_5	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	68	JCommTable5.R0C0	6	AD JCommTable5.R0C0	4	0.2178577462499901
2278	68	BKT Controller_random(1)	AD 5_4_plus_2_5	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	69	done	13	AD done	4	0.7016175494403754
2279	0	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable8.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	1	JCommTable8.R0C0	1	AD JCommTable8.R0C0	1	0.5946834974647413
2280	1	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	2	JCommTable4.R1C0	1	AD JCommTable4.R1C0	1	0.2211419254959891
2281	2	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	3	JCommTable4.R0C0	1	AD JCommTable4.R0C0	1	0.1583830746821569
2282	3	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable5.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	4	JCommTable5.R1C0	1	AD JCommTable5.R1C0	1	0.11969128686490947
2283	4	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	5	JCommTable5.R0C0	1	AD JCommTable5.R0C0	1	0.11265309820456003
2284	5	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	6	JCommTable6.R1C0	1	AD JCommTable6.R1C0	1	0.2584426163197957
2285	6	BKT Controller_random(2)	AD 3_9_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	1	1	1	Single-KC	7	JCommTable6.R0C0	1	AD JCommTable6.R0C0	1	0.3350209898313211
2286	7	BKT Controller_random(2)	AD 3_9_plus_3_7	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	hint	0	1	1	Single-KC	8	done	1	AD done	1	0.2436921180976688
2287	8	BKT Controller_random(2)	AS 8_9_plus_10_9	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	1	Single-KC	9	done	2	AS done	1	0.33596394472532937
2288	9	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable5.R1C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	10	JCommTable5.R1C0	2	AS JCommTable5.R1C0	1	6.213272786701871e-08
2289	10	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable5.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	11	JCommTable5.R0C0	2	AS JCommTable5.R0C0	1	9.735068079590625e-11
2290	11	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	12	JCommTable8.R0C0	2	AS JCommTable8.R0C0	1	7.294913638005209e-73
2291	12	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	Single-KC	13	JCommTable6.R0C0	2	AS JCommTable6.R0C0	1	0.5069254915896793
2292	13	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable4.R1C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	14	JCommTable4.R1C0	2	AS JCommTable4.R1C0	1	1.621771020260998e-20
2293	14	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable4.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	15	JCommTable4.R0C0	2	AS JCommTable4.R0C0	1	4.6269992403026605e-22
2294	15	BKT Controller_random(2)	AS 8_9_plus_10_9	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	Single-KC	16	JCommTable6.R1C0	2	AS JCommTable6.R1C0	1	0.48959889270424095
2295	16	BKT Controller_random(2)	M 6_9_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	Single-KC	17	JCommTable6.R1C0	3	M  JCommTable6.R1C0	1	0.3676464895007904
2296	17	BKT Controller_random(2)	M 6_9_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	Single-KC	18	JCommTable6.R0C0	3	M  JCommTable6.R0C0	1	0.20682038533635014
2297	18	BKT Controller_random(2)	M 6_9_times_9_7	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	19	JCommTable8.R0C0	3	M  JCommTable8.R0C0	1	2.3289082707339879e-66
2298	19	BKT Controller_random(2)	M 6_9_times_9_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	Single-KC	20	done	3	M  done	1	0.2924537089736708
2299	20	BKT Controller_random(2)	AS 10_6_plus_7_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:07	1/1/1970 0:07	incorrect	3	1	1	Single-KC	21	JCommTable6.R0C0	4	AS JCommTable6.R0C0	2	0.5228798484796329
2300	21	BKT Controller_random(2)	AS 10_6_plus_7_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	Single-KC	22	JCommTable6.R1C0	4	AS JCommTable6.R1C0	2	0.49647475907547806
2301	22	BKT Controller_random(2)	AS 10_6_plus_7_6	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	23	done	4	AS done	2	0.6119400172086167
2302	23	BKT Controller_random(2)	M 8_8_times_3_3	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	3	1	1	Single-KC	24	JCommTable6.R1C0	5	M  JCommTable6.R1C0	2	0.40819233464214255
2303	24	BKT Controller_random(2)	M 8_8_times_3_3	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	1	Single-KC	25	JCommTable6.R0C0	5	M  JCommTable6.R0C0	2	0.27059519970392565
2304	25	BKT Controller_random(2)	M 8_8_times_3_3	1	JCommTable4.R0C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	26	JCommTable4.R0C0	3	M  JCommTable4.R0C0	1	2.6375029961276695e-18
2305	26	BKT Controller_random(2)	M 8_8_times_3_3	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	27	done	5	M  done	2	0.4744443729795067
2306	27	BKT Controller_random(2)	AS 10_3_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	28	JCommTable6.R0C0	6	AS JCommTable6.R0C0	3	0.5387876528683715
2307	28	BKT Controller_random(2)	AS 10_3_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	2	1	0	Single-KC	29	JCommTable6.R1C0	6	AS JCommTable6.R1C0	3	0.5033519590893241
2308	29	BKT Controller_random(2)	AS 10_3_plus_2_3	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	30	done	6	AS done	3	0.8309368224769683
2309	30	BKT Controller_random(2)	AD 9_8_plus_10_8	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:08	1/1/1970 0:08	incorrect	2	1	0	Single-KC	31	JCommTable6.R0C0	7	AD JCommTable6.R0C0	2	0.34556764620824965
