	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
2120	33	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable4.R1C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5	Single-KC	34	0.7372583644915625
2121	34	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable5.R1C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	35	0.7780875046069805
2122	35	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable5.R0C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	incorrect	2	1	0	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	36	0.46331986521796553
2123	36	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable4.R0C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	37	0.5750828439245099
2124	37	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable6.R0C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	incorrect	1	1	0	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5	Single-KC	38	0.4968974694965445
2125	38	Default BKT Controller(19)	AD 4_8_plus_9_1	1	done	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	incorrect	1	1	0	AD done	5	done	5	Single-KC	39	0.7755772997596544
2126	39	Default BKT Controller(19)	AD 4_8_plus_9_1	1	JCommTable6.R1C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5	Single-KC	40	0.43212599565850685
2127	40	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable8.R0C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable8.R0C0	6	JCommTable8.R0C0	6	Single-KC	41	0.8103741369339702
2128	41	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable4.R1C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6	Single-KC	42	0.8154584263006857
2129	42	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable5.R1C0	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	1/1/1970 2:08	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	43	0.8805610979661963
2130	43	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable4.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	Single-KC	44	0.6661964205859682
2131	44	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable5.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	45	0.5600659741806958
2132	45	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable6.R1C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6	Single-KC	46	0.4416118665699063
2133	46	Default BKT Controller(19)	AD 5_5_plus_7_10	1	JCommTable6.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	6	Single-KC	47	0.5085938761097772
2134	47	Default BKT Controller(19)	AD 5_5_plus_7_10	1	done	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	AD done	6	done	6	Single-KC	48	0.8923545961612479
2135	48	Default BKT Controller(19)	AS 6_7_plus_7_7	1	JCommTable8.R0C0	1/1/1970 2:09	1/1/1970 2:09		1/1/1970 2:09	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	7	Single-KC	49	2.965972239235184e-23
2136	49	Default BKT Controller(19)	AS 6_7_plus_7_7	1	JCommTable4.R1C0	1/1/1970 2:09	1/1/1970 2:09		1/1/1970 2:09	incorrect	1	0	0	AS JCommTable4.R1C0	1	JCommTable4.R1C0	7	Single-KC	50	1.4807251618683405e-06
2137	50	Default BKT Controller(19)	AS 6_7_plus_7_7	1	JCommTable6.R1C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	hint	1	1	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	7	Single-KC	51	0.566002837877503
2138	51	Default BKT Controller(19)	AS 6_7_plus_7_7	1	done	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	incorrect	1	1	0	AS done	1	done	7	Single-KC	52	0.6338305346761949
2139	52	Default BKT Controller(19)	AS 6_7_plus_7_7	1	JCommTable6.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	hint	1	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	7	Single-KC	53	0.5594800893934557
2140	53	Default BKT Controller(19)	M 2_3_times_3_1	1	JCommTable8.R0C0	1/1/1970 2:09	1/1/1970 2:09		1/1/1970 2:09	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	8	Single-KC	54	1.5146383493472106e-08
2141	54	Default BKT Controller(19)	M 2_3_times_3_1	1	JCommTable6.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	incorrect	3	1	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	8	Single-KC	55	0.2541112393171244
2142	55	Default BKT Controller(19)	M 2_3_times_3_1	1	JCommTable6.R1C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	M  JCommTable6.R1C0	1	JCommTable6.R1C0	8	Single-KC	56	0.43478837965882217
2143	56	Default BKT Controller(19)	M 2_3_times_3_1	1	done	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	correct	0	1	0	M  done	1	done	8	Single-KC	57	0.4840083764092326
2144	57	Default BKT Controller(19)	M 8_1_times_1_10	1	JCommTable6.R1C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:10	1/1/1970 2:10	incorrect	2	1	1	M  JCommTable6.R1C0	2	JCommTable6.R1C0	9	Single-KC	58	0.48461989168386954
2145	58	Default BKT Controller(19)	M 8_1_times_1_10	1	JCommTable6.R0C0	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	1/1/1970 2:09	incorrect	3	1	1	M  JCommTable6.R0C0	2	JCommTable6.R0C0	9	Single-KC	59	0.3295109813385615
2146	59	Default BKT Controller(19)	M 8_1_times_1_10	1	done	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	incorrect	1	1	1	M  done	2	done	9	Single-KC	60	0.6821388100078916
2147	60	Default BKT Controller(19)	M 9_2_times_9_1	1	JCommTable8.R0C0	1/1/1970 2:10	1/1/1970 2:10		1/1/1970 2:10	incorrect	1	0	0	M  JCommTable8.R0C0	2	JCommTable8.R0C0	9	Single-KC	61	1.5146383493472106e-08
2148	61	Default BKT Controller(19)	M 9_2_times_9_1	1	JCommTable6.R1C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	incorrect	3	1	1	M  JCommTable6.R1C0	3	JCommTable6.R1C0	10	Single-KC	62	0.5347591140988188
2149	62	Default BKT Controller(19)	M 9_2_times_9_1	1	JCommTable6.R0C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	incorrect	3	1	1	M  JCommTable6.R0C0	3	JCommTable6.R0C0	10	Single-KC	63	0.414840358228303
2150	63	Default BKT Controller(19)	M 9_2_times_9_1	1	done	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	correct	0	1	0	M  done	3	done	10	Single-KC	64	0.8307883968757335
2151	64	Default BKT Controller(19)	AS 9_8_plus_3_8	1	JCommTable8.R0C0	1/1/1970 2:10	1/1/1970 2:10		1/1/1970 2:10	incorrect	1	0	0	AS JCommTable8.R0C0	2	JCommTable8.R0C0	10	Single-KC	65	2.965972239235184e-23
2152	65	Default BKT Controller(19)	AS 9_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	incorrect	2	1	0	AS JCommTable6.R0C0	2	JCommTable6.R0C0	11	Single-KC	66	0.5766649841016658
2153	66	Default BKT Controller(19)	AS 9_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	correct	0	1	0	AS JCommTable6.R1C0	2	JCommTable6.R1C0	11	Single-KC	67	0.5736337952724063
2154	67	Default BKT Controller(19)	AS 9_8_plus_3_8	1	done	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	correct	0	1	0	AS done	2	done	11	Single-KC	68	0.8336729520035636
2155	68	Default BKT Controller(19)	M 2_6_times_10_9	1	JCommTable6.R1C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:11	1/1/1970 2:11	incorrect	4	1	1	M  JCommTable6.R1C0	4	JCommTable6.R1C0	12	Single-KC	69	0.5842055880878297
2156	69	Default BKT Controller(19)	M 2_6_times_10_9	1	JCommTable6.R0C0	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:10	1/1/1970 2:11	incorrect	2	1	1	M  JCommTable6.R0C0	4	JCommTable6.R0C0	12	Single-KC	70	0.5056037090503848
2157	70	Default BKT Controller(19)	M 2_6_times_10_9	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  done	4	done	12	Single-KC	71	0.9182520974370816
2158	71	Default BKT Controller(19)	M 8_6_times_10_1	1	JCommTable6.R0C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  JCommTable6.R0C0	5	JCommTable6.R0C0	13	Single-KC	72	0.5959992042251194
2159	72	Default BKT Controller(19)	M 8_6_times_10_1	1	JCommTable6.R1C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	13	Single-KC	73	0.6320131397029681
2160	73	Default BKT Controller(19)	M 8_6_times_10_1	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  done	5	done	13	Single-KC	74	0.962544925078942
2161	74	Default BKT Controller(19)	M 7_7_times_2_10	1	JCommTable6.R1C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  JCommTable6.R1C0	6	JCommTable6.R1C0	14	Single-KC	75	0.6773595951461112
2162	75	Default BKT Controller(19)	M 7_7_times_2_10	1	JCommTable6.R0C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  JCommTable6.R0C0	6	JCommTable6.R0C0	14	Single-KC	76	0.6803170451018625
2163	76	Default BKT Controller(19)	M 7_7_times_2_10	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	M  done	6	done	14	Single-KC	77	0.9832760032731772
2164	77	Default BKT Controller(19)	AS 6_4_plus_5_4	1	JCommTable6.R1C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	incorrect	2	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	15	Single-KC	78	0.5812298501460509
2165	78	Default BKT Controller(19)	AS 6_4_plus_5_4	1	JCommTable6.R0C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	incorrect	1	1	0	AS JCommTable6.R0C0	3	JCommTable6.R0C0	15	Single-KC	79	0.5936663726946131
2166	79	Default BKT Controller(19)	AS 6_4_plus_5_4	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS done	3	done	15	Single-KC	80	0.9355403571430976
2167	80	Default BKT Controller(19)	AS 1_2_plus_6_2	1	JCommTable6.R0C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	incorrect	1	1	0	AS JCommTable6.R0C0	4	JCommTable6.R0C0	16	Single-KC	81	0.6104462168754273
2168	81	Default BKT Controller(19)	AS 1_2_plus_6_2	1	JCommTable6.R1C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS JCommTable6.R1C0	4	JCommTable6.R1C0	16	Single-KC	82	0.5887875871032581
2169	82	Default BKT Controller(19)	AS 1_2_plus_6_2	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS done	4	done	16	Single-KC	83	0.976758154300883
2170	83	Default BKT Controller(19)	AS 9_7_plus_9_7	1	JCommTable6.R1C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS JCommTable6.R1C0	5	JCommTable6.R1C0	17	Single-KC	84	0.5963036620462973
2171	84	Default BKT Controller(19)	AS 9_7_plus_9_7	1	JCommTable6.R0C0	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS JCommTable6.R0C0	5	JCommTable6.R0C0	17	Single-KC	85	0.6269685328199924
2172	85	Default BKT Controller(19)	AS 9_7_plus_9_7	1	done	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	1/1/1970 2:11	correct	0	1	0	AS done	5	done	17	Single-KC	86	0.9918494386676092
2173	86	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	incorrect	3	1	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	18	Single-KC	87	0.45114054178204677
2174	87	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	incorrect	1	1	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	18	Single-KC	88	0.5202808819598278
2175	88	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	hint	1	1	1	AD JCommTable8.R0C0	7	JCommTable8.R0C0	11	Single-KC	89	0.81330966627693
2176	89	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable4.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable4.R1C0	7	JCommTable4.R1C0	8	Single-KC	90	0.8743503994177039
2177	90	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable5.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R1C0	7	JCommTable5.R1C0	7	Single-KC	91	0.93940036303735
2178	91	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable4.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable4.R0C0	7	JCommTable4.R0C0	7	Single-KC	92	0.7463887043548996
2179	92	Default BKT Controller(19)	AD 8_1_plus_9_1	1	JCommTable5.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7	Single-KC	93	0.6524541393141479
2180	93	Default BKT Controller(19)	AD 8_1_plus_9_1	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD done	7	done	18	Single-KC	94	0.9521187503198729
2181	94	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable6.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	incorrect	1	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	19	Single-KC	95	0.4607051842162571
2182	95	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable8.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	12	Single-KC	96	0.8162100582585069
2183	96	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable4.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	9	Single-KC	97	0.9163757224018158
2184	97	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable5.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	8	Single-KC	98	0.9702334479080793
2185	98	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable4.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	8	Single-KC	99	0.8127312423379328
2186	99	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable5.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8	Single-KC	100	0.7346332632963904
2187	100	Default BKT Controller(19)	AD 7_10_plus_10_2	1	JCommTable6.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	19	Single-KC	101	0.5319457326756657
2188	101	Default BKT Controller(19)	AD 7_10_plus_10_2	1	done	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD done	8	done	19	Single-KC	102	0.9794656990473101
2189	102	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable4.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	incorrect	1	1	0	AD JCommTable4.R1C0	9	JCommTable4.R1C0	10	Single-KC	103	0.9452256172741351
2190	103	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable8.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable8.R0C0	9	JCommTable8.R0C0	13	Single-KC	104	0.8190754140204004
2191	104	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable5.R1C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R1C0	9	JCommTable5.R1C0	9	Single-KC	105	0.9856188282611301
2192	105	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable4.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable4.R0C0	9	JCommTable4.R0C0	9	Single-KC	106	0.864861315628818
2193	106	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable5.R0C0	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	1/1/1970 2:12	correct	0	1	0	AD JCommTable5.R0C0	9	JCommTable5.R0C0	9	Single-KC	107	0.8032406644935788
2194	107	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	20	Single-KC	108	0.4702988514545959
2195	108	Default BKT Controller(19)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	AD JCommTable6.R0C0	9	JCommTable6.R0C0	20	Single-KC	109	0.5435757705378716
2196	109	Default BKT Controller(19)	AD 7_9_plus_1_3	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	correct	0	1	0	AD done	9	done	20	Single-KC	110	0.9913358129561926
2197	0	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable8.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	Single-KC	1	0.8218717002146166
2198	1	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable4.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	Single-KC	2	0.3516164681780408
2199	2	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable4.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	Single-KC	3	0.2538273589115595
2200	3	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable5.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	Single-KC	4	0.17573528233383445
2201	4	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable5.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	Single-KC	5	0.1782986540922971
2202	5	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable6.R1C0	1	JCommTable6.R1C0	1	Single-KC	6	0.43666826331187725
2203	6	Default BKT Controller(20)	AD 4_7_plus_10_9	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	1	1	1	AD JCommTable6.R0C0	1	JCommTable6.R0C0	1	Single-KC	7	0.49328996260846775
2204	7	Default BKT Controller(20)	AD 4_7_plus_10_9	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:13	hint	0	1	1	AD done	1	done	1	Single-KC	8	0.11036900887518049
2205	8	Default BKT Controller(20)	AD 1_4_plus_3_3	1	done	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	2	1	1	AD done	2	done	2	Single-KC	9	0.22934159393703712
2206	9	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable4.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	1	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	Single-KC	10	0.33405738479188457
2207	10	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable6.R0C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	1	AD JCommTable6.R0C0	2	JCommTable6.R0C0	2	Single-KC	11	0.5049866872409201
2208	11	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable5.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	1	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	Single-KC	12	0.30953065341988595
2209	12	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable4.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	1	AD JCommTable4.R1C0	2	JCommTable4.R1C0	2	Single-KC	13	0.4606234753418809
2210	13	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable6.R1C0	1/1/1970 2:13	1/1/1970 2:13	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	0	AD JCommTable6.R1C0	2	JCommTable6.R1C0	2	Single-KC	14	0.44617550266149403
2211	14	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable8.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	AD JCommTable8.R0C0	2	JCommTable8.R0C0	2	Single-KC	15	0.8246677497101408
2212	15	Default BKT Controller(20)	AD 1_4_plus_3_3	1	JCommTable5.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	incorrect	2	1	1	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	Single-KC	16	0.24241169273903607
2213	16	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable8.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	AD JCommTable8.R0C0	3	JCommTable8.R0C0	3	Single-KC	17	0.8274291256231234
2214	17	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable4.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	AD JCommTable4.R1C0	3	JCommTable4.R1C0	3	Single-KC	18	0.5735317846892618
2215	18	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable4.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	Single-KC	19	0.42519602303002313
2216	19	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable5.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	correct	0	1	0	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	Single-KC	20	0.48522531571276817
2217	20	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable6.R0C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	0	AD JCommTable6.R0C0	3	JCommTable6.R0C0	3	Single-KC	21	0.5166779559127782
2218	21	Default BKT Controller(20)	AD 2_1_plus_1_3	1	JCommTable6.R1C0	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	1/1/1970 2:14	incorrect	1	1	0	AD JCommTable6.R1C0	3	JCommTable6.R1C0	3	Single-KC	22	0.4557222826275289
