	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
266	34	Default BKT Controller(3)	AD 3_1_plus_7_10	1	JCommTable5.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	35	0.827413463765142
267	35	Default BKT Controller(3)	AD 3_1_plus_7_10	1	JCommTable4.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	36	0.6491875226308611
268	36	Default BKT Controller(3)	AD 3_1_plus_7_10	1	JCommTable5.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	37	0.5413715218107312
269	37	Default BKT Controller(3)	AD 3_1_plus_7_10	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5	Single-KC	38	0.5099155837055569
270	38	Default BKT Controller(3)	AD 3_1_plus_7_10	1	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5	Single-KC	39	0.5745499826905848
271	39	Default BKT Controller(3)	AD 3_1_plus_7_10	1	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	correct	0	1	0	AD done	5	done	5	Single-KC	40	0.8253359686918494
272	40	Default BKT Controller(3)	M 3_8_times_9_7	1	JCommTable8.R0C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	6	Single-KC	41	2.0709896721022153e-08
273	41	Default BKT Controller(3)	M 3_8_times_9_7	1	JCommTable4.R1C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	M  JCommTable4.R1C0	1	JCommTable4.R1C0	6	Single-KC	42	1.8708694734924667e-06
274	42	Default BKT Controller(3)	M 3_8_times_9_7	1	JCommTable4.R0C0	1/1/1970 0:15	1/1/1970 0:15		1/1/1970 0:15	incorrect	1	0	0	M  JCommTable4.R0C0	1	JCommTable4.R0C0	6	Single-KC	43	8.017640902096867e-07
275	43	Default BKT Controller(3)	M 3_8_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	hint	1	1	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	6	Single-KC	44	0.3177883287906627
276	44	Default BKT Controller(3)	M 3_8_times_9_7	1	done	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:16	1/1/1970 0:16	incorrect	1	1	1	M  done	1	done	6	Single-KC	45	0.5618962783708802
277	45	Default BKT Controller(3)	M 3_8_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:15	1/1/1970 0:16	hint	1	1	1	M  JCommTable6.R1C0	1	JCommTable6.R1C0	6	Single-KC	46	0.5126245968463005
278	46	Default BKT Controller(3)	M 5_9_times_3_3	1	JCommTable8.R0C0	1/1/1970 0:16	1/1/1970 0:16		1/1/1970 0:16	incorrect	1	0	0	M  JCommTable8.R0C0	2	JCommTable8.R0C0	7	Single-KC	47	2.0709896721022153e-08
279	47	Default BKT Controller(3)	M 5_9_times_3_3	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	M  JCommTable6.R0C0	2	JCommTable6.R0C0	7	Single-KC	48	0.4019016639821959
280	48	Default BKT Controller(3)	M 5_9_times_3_3	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	M  JCommTable6.R1C0	2	JCommTable6.R1C0	7	Single-KC	49	0.5624989240683338
281	49	Default BKT Controller(3)	M 5_9_times_3_3	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	M  done	2	done	7	Single-KC	50	0.7458250596503669
282	50	Default BKT Controller(3)	M 8_2_times_8_5	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	M  JCommTable6.R1C0	3	JCommTable6.R1C0	8	Single-KC	51	0.6111410232857306
283	51	Default BKT Controller(3)	M 8_2_times_8_5	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	1	1	0	M  JCommTable6.R0C0	3	JCommTable6.R0C0	8	Single-KC	52	0.4922153713996351
284	52	Default BKT Controller(3)	M 8_2_times_8_5	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	M  done	3	done	8	Single-KC	53	0.8703520413643488
285	53	Default BKT Controller(3)	AS 7_4_plus_2_4	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	incorrect	2	1	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	9	Single-KC	54	0.6407016957419024
286	54	Default BKT Controller(3)	AS 7_4_plus_2_4	1	JCommTable8.R0C0	1/1/1970 0:16	1/1/1970 0:16		1/1/1970 0:16	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	8	Single-KC	55	4.0554221488047975e-23
287	55	Default BKT Controller(3)	AS 7_4_plus_2_4	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	incorrect	2	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	9	Single-KC	56	0.6345768032887783
288	56	Default BKT Controller(3)	AS 7_4_plus_2_4	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	AS done	1	done	9	Single-KC	57	0.7029813186859271
289	57	Default BKT Controller(3)	AS 10_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	incorrect	1	1	0	AS JCommTable6.R0C0	2	JCommTable6.R0C0	10	Single-KC	58	0.6506613518236913
290	58	Default BKT Controller(3)	AS 10_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	AS JCommTable6.R1C0	2	JCommTable6.R1C0	10	Single-KC	59	0.6478364323470525
291	59	Default BKT Controller(3)	AS 10_8_plus_9_8	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	AS done	2	done	10	Single-KC	60	0.8726655253335556
292	60	Default BKT Controller(3)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	AS JCommTable6.R0C0	3	JCommTable6.R0C0	11	Single-KC	61	0.6664100969962307
293	61	Default BKT Controller(3)	AS 6_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	11	Single-KC	62	0.6549058016903382
294	62	Default BKT Controller(3)	AS 6_1_plus_9_1	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AS done	3	done	11	Single-KC	63	0.9520260778547849
295	63	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	1	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	12	Single-KC	64	0.5859454077630207
296	64	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	2	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	12	Single-KC	65	0.5195467755549796
297	65	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	1	1	1	AD JCommTable8.R0C0	6	JCommTable8.R0C0	9	Single-KC	66	0.8538713266608505
298	66	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	7	Single-KC	67	0.8579937294197963
299	67	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	68	0.9097514794911009
300	68	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	7	Single-KC	69	0.7318210867109417
301	69	Default BKT Controller(3)	AD 9_8_plus_4_5	1	JCommTable5.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	70	0.6351279469614481
302	70	Default BKT Controller(3)	AD 9_8_plus_4_5	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD done	6	done	12	Single-KC	71	0.9189280621915128
303	71	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	1	1	0	AD JCommTable4.R1C0	7	JCommTable4.R1C0	8	Single-KC	72	0.904894712406532
304	72	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	2	1	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	13	Single-KC	73	0.5291634618331048
305	73	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable8.R0C0	7	JCommTable8.R0C0	10	Single-KC	74	0.8562529355154692
306	74	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	1	1	0	AD JCommTable5.R1C0	7	JCommTable5.R1C0	7	Single-KC	75	0.9549464189483597
307	75	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable4.R0C0	7	JCommTable4.R0C0	8	Single-KC	76	0.8009581599890482
308	76	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	incorrect	1	1	0	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7	Single-KC	77	0.7196435370527993
309	77	Default BKT Controller(3)	AD 10_2_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	13	Single-KC	78	0.597249567318072
310	78	Default BKT Controller(3)	AD 10_2_plus_1_3	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	AD done	7	done	13	Single-KC	79	0.9645252791681285
311	79	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable8.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	11	Single-KC	80	0.8586021565508625
312	80	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable4.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	9	Single-KC	81	0.9374350631163983
313	81	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable4.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	9	Single-KC	82	0.8557839703294401
314	82	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	incorrect	1	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	14	Single-KC	83	0.6084513384655502
315	83	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable5.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	8	Single-KC	84	0.9780544565769002
316	84	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable5.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8	Single-KC	85	0.7910239404758396
317	85	Default BKT Controller(3)	AD 9_9_plus_4_6	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	1	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	14	Single-KC	86	0.538758546640038
318	86	Default BKT Controller(3)	AD 9_9_plus_4_6	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD done	8	done	14	Single-KC	87	0.9848987365335259
319	87	Default BKT Controller(3)	M 6_3_times_8_8	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  JCommTable6.R0C0	4	JCommTable6.R0C0	15	Single-KC	88	0.5830400432595986
320	88	Default BKT Controller(3)	M 6_3_times_8_8	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  JCommTable6.R1C0	4	JCommTable6.R1C0	15	Single-KC	89	0.6576663575704609
321	89	Default BKT Controller(3)	M 6_3_times_8_8	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  done	4	done	15	Single-KC	90	0.9388704269804337
322	90	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable8.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable8.R0C0	9	JCommTable8.R0C0	12	Single-KC	91	0.8609192209862063
323	91	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable4.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable4.R1C0	9	JCommTable4.R1C0	10	Single-KC	92	0.9593419579130086
324	92	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable4.R0C0	9	JCommTable4.R0C0	10	Single-KC	93	0.897441772138823
325	93	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable5.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable5.R1C0	9	JCommTable5.R1C0	9	Single-KC	94	0.9894413991559382
326	94	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	incorrect	1	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	16	Single-KC	95	0.5483249979324717
327	95	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable5.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable5.R0C0	9	JCommTable5.R0C0	9	Single-KC	96	0.8480673784298368
328	96	Default BKT Controller(3)	AD 7_8_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable6.R0C0	9	JCommTable6.R0C0	16	Single-KC	97	0.6195400207202119
329	97	Default BKT Controller(3)	AD 7_8_plus_4_3	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD done	9	done	16	Single-KC	98	0.9936485797002587
330	98	Default BKT Controller(3)	M 8_5_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	17	Single-KC	99	0.701345418434958
331	99	Default BKT Controller(3)	M 8_5_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  JCommTable6.R0C0	5	JCommTable6.R0C0	17	Single-KC	100	0.6685584577793893
332	100	Default BKT Controller(3)	M 8_5_times_1_3	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	M  done	5	done	17	Single-KC	101	0.9723284387627256
333	101	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable8.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	AD JCommTable8.R0C0	10	JCommTable8.R0C0	13	Single-KC	102	0.8632043654670464
334	102	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable4.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable4.R1C0	10	JCommTable4.R1C0	11	Single-KC	103	0.9737926729230874
335	103	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable4.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable4.R0C0	10	JCommTable4.R0C0	11	Single-KC	104	0.9280777248999514
336	104	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable5.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable5.R1C0	10	JCommTable5.R1C0	10	Single-KC	105	0.9949504724227265
337	105	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable5.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable5.R0C0	10	JCommTable5.R0C0	10	Single-KC	106	0.8916722573056174
338	106	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable6.R0C0	10	JCommTable6.R0C0	18	Single-KC	107	0.6305053733197997
339	107	Default BKT Controller(3)	AD 9_2_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD JCommTable6.R1C0	10	JCommTable6.R1C0	18	Single-KC	108	0.5578558679789717
340	108	Default BKT Controller(3)	AD 9_2_plus_4_7	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	AD done	10	done	18	Single-KC	109	0.9973423448490301
341	0	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable8.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	Single-KC	1	0.7776813271944025
342	1	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable4.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	Single-KC	2	0.29135410128262035
343	2	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable4.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	Single-KC	3	0.20502514514228928
344	3	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable5.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	Single-KC	4	0.1391475596830159
345	4	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable5.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	Single-KC	5	0.14126871033740182
346	5	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable6.R1C0	1	JCommTable6.R1C0	1	Single-KC	6	0.3701507602450887
347	6	Default BKT Controller(4)	AD 5_4_plus_6_6	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	1	1	1	AD JCommTable6.R0C0	1	JCommTable6.R0C0	1	Single-KC	7	0.42464909234661985
348	7	Default BKT Controller(4)	AD 5_4_plus_6_6	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	0	1	1	AD done	1	done	1	Single-KC	8	0.08597097502919977
349	8	Default BKT Controller(4)	AD 9_6_plus_7_1	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:20	1/1/1970 0:20	incorrect	1	1	1	AD done	2	done	2	Single-KC	9	0.18408570845560515
350	9	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable5.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:20	1/1/1970 0:20	incorrect	1	1	0	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	Single-KC	10	0.2536593975933924
351	10	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	incorrect	3	1	1	AD JCommTable6.R0C0	2	JCommTable6.R0C0	2	Single-KC	11	0.43611907372681014
352	11	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	incorrect	2	1	1	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	Single-KC	12	0.2755255921523838
353	12	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	incorrect	3	1	1	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	Single-KC	13	0.1952300548630043
354	13	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	incorrect	2	1	1	AD JCommTable6.R1C0	2	JCommTable6.R1C0	2	Single-KC	14	0.3791845873154607
355	14	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable8.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	AD JCommTable8.R0C0	2	JCommTable8.R0C0	2	Single-KC	15	0.7809861806889428
356	15	Default BKT Controller(4)	AD 9_6_plus_7_1	1	JCommTable4.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	AD JCommTable4.R1C0	2	JCommTable4.R1C0	2	Single-KC	16	0.3930026332740154
357	16	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable4.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	incorrect	2	1	1	AD JCommTable4.R1C0	3	JCommTable4.R1C0	3	Single-KC	17	0.5048499260508403
358	17	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable8.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	AD JCommTable8.R0C0	3	JCommTable8.R0C0	3	Single-KC	18	0.7842555353294465
359	18	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable5.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	1/1/1970 0:21	incorrect	1	1	0	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	Single-KC	19	0.41678360160577066
360	19	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	1/1/1970 0:21	incorrect	2	1	1	AD JCommTable6.R0C0	3	JCommTable6.R0C0	3	Single-KC	20	0.44765781415125744
361	20	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable5.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	1/1/1970 0:21	incorrect	1	1	1	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	Single-KC	21	0.2634791294519757
362	21	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable4.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:21	1/1/1970 0:21	incorrect	2	1	1	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	Single-KC	22	0.35931142961969836
363	22	Default BKT Controller(4)	AD 10_3_plus_10_1	1	done	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	incorrect	3	1	0	AD done	3	done	3	Single-KC	23	0.35115568533438934
364	23	Default BKT Controller(4)	AD 10_3_plus_10_1	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	incorrect	1	1	0	AD JCommTable6.R1C0	3	JCommTable6.R1C0	3	Single-KC	24	0.3883029673097137
