	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
0	1	BKT Controller(1)	AS 2_6_plus_4_6	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	1	Single-KC	1	AS JCommTable6.R1C0	1	0.2064045504551129
1	2	BKT Controller(1)	AS 2_6_plus_4_6	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R0C0	1	Single-KC	2	AS JCommTable6.R0C0	1	0.08497233740508993
2	3	BKT Controller(1)	AS 2_6_plus_4_6	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	done	1	Single-KC	3	AS done	1	0.20300048044464983
3	4	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable6.R1C0	2	Single-KC	4	AD JCommTable6.R1C0	1	0.038991570594711394
4	5	BKT Controller(1)	AD 1_1_plus_7_4	1	done	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	done	2	Single-KC	5	AD done	1	0.14691332925669764
5	6	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	6	AD JCommTable8.R0C0	1	0.3013684850285477
6	7	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable4.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	7	AD JCommTable4.R1C0	1	0.07342402141838901
7	8	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable4.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	8	AD JCommTable4.R0C0	1	0.1735824041891885
8	9	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable5.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable5.R1C0	1	Single-KC	9	AD JCommTable5.R1C0	1	0.16432231914767625
9	10	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable5.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	10	AD JCommTable5.R0C0	1	0.06969514593610372
10	11	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	3	Single-KC	11	AD JCommTable6.R1C0	2	0.04698287459749646
11	12	BKT Controller(1)	AD 1_1_plus_7_4	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R0C0	2	Single-KC	12	AD JCommTable6.R0C0	1	0.05294258737625045
12	13	BKT Controller(1)	AD 1_1_plus_7_4	1	done	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	done	3	Single-KC	13	AD done	2	0.348651708490261
13	14	BKT Controller(1)	M 3_7_times_6_6	1	JCommTable4.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable4.R1C0	2	Single-KC	14	M  JCommTable4.R1C0	1	3.784313417662971e-10
14	15	BKT Controller(1)	M 3_7_times_6_6	1	JCommTable8.R0C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable8.R0C0	2	Single-KC	15	M  JCommTable8.R0C0	1	2.1988121419014626e-09
15	16	BKT Controller(1)	M 3_7_times_6_6	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	JCommTable6.R1C0	4	Single-KC	16	M  JCommTable6.R1C0	1	0.1893721107759295
16	17	BKT Controller(1)	M 3_7_times_6_6	1	JCommTable6.R0C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	incorrect	1	1	1	JCommTable6.R0C0	3	Single-KC	17	M  JCommTable6.R0C0	1	0.1776430239289949
17	18	BKT Controller(1)	M 3_7_times_6_6	1	done	1/1/1970 0:00	1/1/1970 0:00		1/1/1970 0:00	incorrect	1	0	0	done	4	Single-KC	18	M  done	1	0.18316136976720895
18	19	BKT Controller(1)	M 3_7_times_6_6	1	JCommTable6.R1C0	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	1/1/1970 0:00	hint	0	1	1	JCommTable6.R1C0	5	Single-KC	19	M  JCommTable6.R1C0	2	0.22797126110394184
19	20	BKT Controller(1)	M 3_7_times_6_6	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	5	Single-KC	20	M  done	2	0.36053903694250844
20	21	BKT Controller(1)	AS 8_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	4	Single-KC	21	AS JCommTable6.R0C0	2	0.12533847724981464
21	22	BKT Controller(1)	AS 8_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	6	Single-KC	22	AS JCommTable6.R1C0	2	0.2432627741418039
22	23	BKT Controller(1)	AS 8_5_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable8.R0C0	3	Single-KC	23	AS JCommTable8.R0C0	1	1.1206564540643148e-09
23	24	BKT Controller(1)	AS 8_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable6.R1C0	7	Single-KC	24	AS JCommTable6.R1C0	3	0.2843445915495187
24	25	BKT Controller(1)	AS 8_5_plus_4_5	1	done	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	done	6	Single-KC	25	AS done	2	0.45822093877102754
25	26	BKT Controller(1)	AS 8_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R0C0	5	Single-KC	26	AS JCommTable6.R0C0	3	0.18108561182670407
26	27	BKT Controller(1)	AS 8_5_plus_4_5	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	7	Single-KC	27	AS done	3	0.7374258649154577
27	28	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R1C0	8	Single-KC	28	AD JCommTable6.R1C0	3	0.056515674843740614
28	29	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable8.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable8.R0C0	4	Single-KC	29	AD JCommTable8.R0C0	2	0.49901037259571523
29	30	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable4.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable4.R1C0	3	Single-KC	30	AD JCommTable4.R1C0	2	0.13272235799903495
30	31	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable4.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable4.R0C0	2	Single-KC	31	AD JCommTable4.R0C0	2	0.2593059257855675
31	32	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01		1/1/1970 0:01	incorrect	1	0	0	JCommTable6.R0C0	6	Single-KC	32	AD JCommTable6.R0C0	2	0.0609953779641026
32	33	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable5.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R1C0	2	Single-KC	33	AD JCommTable5.R1C0	2	0.20919965191089146
33	34	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable5.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	hint	0	1	1	JCommTable5.R0C0	2	Single-KC	34	AD JCommTable5.R0C0	2	0.1160643997396292
34	35	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable6.R1C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R1C0	9	Single-KC	35	AD JCommTable6.R1C0	4	0.06784498010794748
35	36	BKT Controller(1)	AD 7_9_plus_4_3	1	JCommTable6.R0C0	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	incorrect	1	1	1	JCommTable6.R0C0	7	Single-KC	36	AD JCommTable6.R0C0	3	0.0701822626852558
36	37	BKT Controller(1)	AD 7_9_plus_4_3	1	done	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	1/1/1970 0:01	correct	0	1	0	done	8	Single-KC	37	AD done	3	0.6245898946023619
37	38	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	4	Single-KC	38	AD JCommTable4.R1C0	3	0.22812047509296274
38	39	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	3	Single-KC	39	AD JCommTable4.R0C0	3	0.3684876019405015
39	40	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	3	Single-KC	40	AD JCommTable5.R0C0	3	0.18708000388002463
40	41	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable8.R0C0	5	Single-KC	41	AD JCommTable8.R0C0	3	0.6969620031467566
41	42	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable4.R1C0	5	Single-KC	42	AD JCommTable4.R1C0	4	0.36336019158505706
42	43	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	10	Single-KC	43	AD JCommTable6.R1C0	5	0.08124981220864647
43	44	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R0C0	4	Single-KC	44	AD JCommTable4.R0C0	4	0.49303998049702996
44	45	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable5.R0C0	4	Single-KC	45	AD JCommTable5.R0C0	4	0.2874187583561378
45	46	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R1C0	3	Single-KC	46	AD JCommTable5.R1C0	3	0.262483585447838
46	47	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R0C0	8	Single-KC	47	AD JCommTable6.R0C0	4	0.08063401979461222
47	48	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable5.R0C0	5	Single-KC	48	AD JCommTable5.R0C0	5	0.4141559506930514
48	49	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	11	Single-KC	49	AD JCommTable6.R1C0	6	0.09702749108542079
49	50	BKT Controller(1)	AD 3_9_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	JCommTable6.R0C0	9	Single-KC	50	AD JCommTable6.R0C0	5	0.09248746123740426
50	51	BKT Controller(1)	AD 3_9_plus_7_1	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	9	Single-KC	51	AD done	4	0.837959504760707
51	52	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R0C0	5	Single-KC	52	M  JCommTable4.R0C0	1	9.752260901798918e-15
52	53	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R0C0	10	Single-KC	53	M  JCommTable6.R0C0	2	0.24845773855638167
53	54	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable6.R1C0	12	Single-KC	54	M  JCommTable6.R1C0	3	0.2718000056291734
54	55	BKT Controller(1)	M 1_7_times_2_2	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	6	Single-KC	55	M  JCommTable4.R1C0	2	3.784313417662971e-10
55	56	BKT Controller(1)	M 1_7_times_2_2	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	done	10	Single-KC	56	M  done	3	0.5863807151830921
56	57	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable4.R1C0	7	Single-KC	57	AD JCommTable4.R1C0	5	0.5243147342683835
57	58	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02		1/1/1970 0:02	incorrect	1	0	0	JCommTable6.R1C0	13	Single-KC	58	AD JCommTable6.R1C0	7	0.11548388162716998
58	59	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	hint	0	1	1	JCommTable8.R0C0	6	Single-KC	59	AD JCommTable8.R0C0	4	0.8415363398820618
59	60	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	JCommTable4.R1C0	8	Single-KC	60	AD JCommTable4.R1C0	6	0.6803717777401251
60	61	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	14	Single-KC	61	AD JCommTable6.R1C0	8	0.13691867545902117
61	62	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	62	AD JCommTable4.R0C0	5	0.618462343741794
62	63	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable5.R1C0	4	Single-KC	63	AD JCommTable5.R1C0	4	0.32378242246911654
63	64	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	15	Single-KC	64	AD JCommTable6.R1C0	9	0.1616050636616973
64	65	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	6	Single-KC	65	AD JCommTable5.R0C0	6	0.5533787198701732
65	66	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	16	Single-KC	66	AD JCommTable6.R1C0	10	0.18976377897686159
66	67	BKT Controller(1)	AD 3_2_plus_6_6	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	11	Single-KC	67	AD JCommTable6.R0C0	6	0.10588271247900874
67	68	BKT Controller(1)	AD 3_2_plus_6_6	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	11	Single-KC	68	AD done	5	0.9414296362626592
68	69	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable8.R0C0	7	Single-KC	69	AD JCommTable8.R0C0	5	0.924598687739031
69	70	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	9	Single-KC	70	AD JCommTable4.R1C0	7	0.8043372321041196
70	71	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	5	Single-KC	71	AD JCommTable5.R1C0	5	0.3917918519653251
71	72	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	7	Single-KC	72	AD JCommTable4.R0C0	6	0.7298566471811279
72	73	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R0C0	7	Single-KC	73	AD JCommTable5.R0C0	7	0.6847038995692878
73	74	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	17	Single-KC	74	AD JCommTable6.R1C0	11	0.22153252065304804
74	75	BKT Controller(1)	AD 10_3_plus_1_10	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	JCommTable6.R0C0	12	Single-KC	75	AD JCommTable6.R0C0	7	0.12095945366151828
75	76	BKT Controller(1)	AD 10_3_plus_1_10	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	12	Single-KC	76	AD done	6	0.980376677056466
76	77	BKT Controller(1)	M 6_2_times_4_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	77	M  JCommTable6.R0C0	3	0.3359688011889267
77	78	BKT Controller(1)	M 6_2_times_4_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable6.R1C0	18	Single-KC	78	M  JCommTable6.R1C0	4	0.32055635284966105
78	79	BKT Controller(1)	M 6_2_times_4_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	done	13	Single-KC	79	M  done	4	0.7809261960362496
79	80	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	JCommTable6.R1C0	19	Single-KC	80	AD JCommTable6.R1C0	12	0.2569331975632719
80	81	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	JCommTable8.R0C0	8	Single-KC	81	AD JCommTable8.R0C0	6	0.9658869346283462
81	82	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R1C0	10	Single-KC	82	AD JCommTable4.R1C0	8	0.8881290586980328
82	83	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable5.R1C0	6	Single-KC	83	AD JCommTable5.R1C0	6	0.4642785129858254
83	84	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	JCommTable4.R0C0	8	Single-KC	84	AD JCommTable4.R0C0	7	0.8182839378967067
84	85	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable5.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable5.R0C0	8	Single-KC	85	AD JCommTable5.R0C0	8	0.7919330479005653
85	86	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	20	Single-KC	86	AD JCommTable6.R1C0	13	0.2958410401241999
86	87	BKT Controller(1)	AD 8_2_plus_10_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	14	Single-KC	87	AD JCommTable6.R0C0	8	0.1378520013785356
87	88	BKT Controller(1)	AD 8_2_plus_10_2	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	14	Single-KC	88	AD done	7	0.9936014536049871
88	89	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable4.R1C0	11	Single-KC	89	M  JCommTable4.R1C0	3	3.784313417662971e-10
89	90	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	1	JCommTable6.R0C0	15	Single-KC	90	M  JCommTable6.R0C0	4	0.4364045599926278
90	91	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable4.R1C0	12	Single-KC	91	M  JCommTable4.R1C0	4	3.784313417662971e-10
91	92	BKT Controller(1)	M 1_7_times_5_1	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R1C0	21	Single-KC	92	M  JCommTable6.R1C0	5	0.37357197075806825
92	93	BKT Controller(1)	M 1_7_times_5_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	15	Single-KC	93	M  done	5	0.8996300372904071
93	94	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable8.R0C0	9	Single-KC	94	AS JCommTable8.R0C0	2	1.1206564540643148e-09
94	95	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R1C0	22	Single-KC	95	AS JCommTable6.R1C0	4	0.32934477844253746
95	96	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	JCommTable6.R0C0	16	Single-KC	96	AS JCommTable6.R0C0	4	0.2544154118484735
96	97	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable6.R1C0	23	Single-KC	97	AS JCommTable6.R1C0	5	0.3777079806915934
97	98	BKT Controller(1)	AS 1_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	JCommTable6.R0C0	17	Single-KC	98	AS JCommTable6.R0C0	5	0.3449322305283813
98	99	BKT Controller(1)	AS 1_8_plus_3_8	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	done	16	Single-KC	99	AS done	4	0.9031540018227895
99	1	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	1	AD JCommTable8.R0C0	1	0.3348288533290436
100	2	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	2	AD JCommTable4.R1C0	1	0.08464235780547309
101	3	BKT Controller(2)	AD 4_2_plus_8_2	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	3	AD JCommTable4.R0C0	1	0.19685262076997403
