	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	Prediction
2285	28	BKT Controller(17)	AS 1_5_plus_10_5	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	AS JCommTable6.R0C0	2	Single-KC	28	JCommTable6.R0C0	5	0.1376058752627208
2286	29	BKT Controller(17)	AS 1_5_plus_10_5	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	hint	0	1	1	AS JCommTable6.R1C0	2	Single-KC	29	JCommTable6.R1C0	5	0.20389460546114946
2287	30	BKT Controller(17)	AS 1_5_plus_10_5	1	done	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	AS done	2	Single-KC	30	done	5	0.33583322841276386
2288	31	BKT Controller(17)	AS 1_2_plus_6_2	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	AS JCommTable6.R1C0	3	Single-KC	31	JCommTable6.R1C0	6	0.2555100896110472
2289	32	BKT Controller(17)	AS 1_2_plus_6_2	1	done	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	AS done	3	Single-KC	32	done	6	0.5421501421127215
2290	33	BKT Controller(17)	AS 1_2_plus_6_2	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	AS JCommTable6.R0C0	3	Single-KC	33	JCommTable6.R0C0	6	0.2199936182652875
2291	34	BKT Controller(17)	AS 1_2_plus_6_2	1	done	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	AS done	4	Single-KC	34	done	7	0.734957391124629
2292	35	BKT Controller(17)	M 5_9_times_3_3	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	M  JCommTable6.R0C0	1	Single-KC	35	JCommTable6.R0C0	7	0.04417447019936619
2293	36	BKT Controller(17)	M 5_9_times_3_3	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	M  JCommTable6.R1C0	1	Single-KC	36	JCommTable6.R1C0	7	0.06651369028585584
2294	37	BKT Controller(17)	M 5_9_times_3_3	1	JCommTable4.R0C0	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	M  JCommTable4.R0C0	1	Single-KC	37	JCommTable4.R0C0	4	1.0367928131643845e-15
2295	38	BKT Controller(17)	M 5_9_times_3_3	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	hint	1	1	1	M  JCommTable6.R0C0	2	Single-KC	38	JCommTable6.R0C0	8	0.07816735135075109
2296	39	BKT Controller(17)	M 5_9_times_3_3	1	done	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	M  done	1	Single-KC	39	done	8	0.15098565675889944
2297	40	BKT Controller(17)	M 5_9_times_3_3	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	hint	1	1	1	M  JCommTable6.R1C0	2	Single-KC	40	JCommTable6.R1C0	8	0.09757300637808222
2298	41	BKT Controller(17)	M 5_9_times_3_3	1	done	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	M  done	2	Single-KC	41	done	9	0.34654847481393364
2299	42	BKT Controller(17)	M 8_8_times_3_3	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	incorrect	1	1	0	M  JCommTable6.R0C0	3	Single-KC	42	JCommTable6.R0C0	9	0.13463372566840134
2300	43	BKT Controller(17)	M 8_8_times_3_3	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	M  JCommTable6.R1C0	3	Single-KC	43	JCommTable6.R1C0	9	0.140945954335536
2301	44	BKT Controller(17)	M 8_8_times_3_3	1	done	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	1/1/1970 1:54	correct	0	1	0	M  done	3	Single-KC	44	done	10	0.6126345300259172
2302	45	BKT Controller(17)	AS 9_4_plus_7_4	1	JCommTable6.R0C0	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	AS JCommTable6.R0C0	4	Single-KC	45	JCommTable6.R0C0	10	0.3326800581833368
2303	46	BKT Controller(17)	AS 9_4_plus_7_4	1	JCommTable6.R1C0	1/1/1970 1:54	1/1/1970 1:54		1/1/1970 1:54	incorrect	1	0	0	AS JCommTable6.R1C0	4	Single-KC	46	JCommTable6.R1C0	10	0.3150215258250765
2304	47	BKT Controller(17)	AS 9_4_plus_7_4	1	JCommTable6.R0C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	correct	0	1	0	AS JCommTable6.R0C0	5	Single-KC	47	JCommTable6.R0C0	11	0.46842378833000053
2305	48	BKT Controller(17)	AS 9_4_plus_7_4	1	JCommTable6.R1C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	incorrect	1	1	1	AS JCommTable6.R1C0	5	Single-KC	48	JCommTable6.R1C0	11	0.38129494102172534
2306	49	BKT Controller(17)	AS 9_4_plus_7_4	1	done	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	correct	0	1	0	AS done	5	Single-KC	49	done	11	0.8665556947676855
2307	50	BKT Controller(17)	AS 1_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	correct	1	1	0	AS JCommTable6.R0C0	6	Single-KC	50	JCommTable6.R0C0	12	0.6090074610026477
2308	51	BKT Controller(17)	AS 1_8_plus_9_8	1	JCommTable8.R0C0	1/1/1970 1:55	1/1/1970 1:55		1/1/1970 1:55	incorrect	1	0	0	AS JCommTable8.R0C0	2	Single-KC	51	JCommTable8.R0C0	4	1.183961303954254e-09
2309	52	BKT Controller(17)	AS 1_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	hint	0	1	1	AS JCommTable6.R1C0	6	Single-KC	52	JCommTable6.R1C0	12	0.45230433409997234
2310	53	BKT Controller(17)	AS 1_8_plus_9_8	1	done	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	correct	0	1	0	AS done	6	Single-KC	53	done	12	0.9382986476527381
2311	54	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable6.R0C0	1/1/1970 1:55	1/1/1970 1:55		1/1/1970 1:55	incorrect	1	0	0	AD JCommTable6.R0C0	4	Single-KC	54	JCommTable6.R0C0	13	0.06287145686316145
2312	55	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable8.R0C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	hint	0	1	1	AD JCommTable8.R0C0	3	Single-KC	55	JCommTable8.R0C0	5	0.3142655762161175
2313	56	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable4.R1C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	incorrect	2	1	1	AD JCommTable4.R1C0	3	Single-KC	56	JCommTable4.R1C0	4	0.24415241072623176
2314	57	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable5.R0C0	1/1/1970 1:55	1/1/1970 1:55		1/1/1970 1:55	incorrect	1	0	0	AD JCommTable5.R0C0	4	Single-KC	57	JCommTable5.R0C0	4	0.09780304374593435
2315	58	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable4.R0C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	hint	1	1	1	AD JCommTable4.R0C0	3	Single-KC	58	JCommTable4.R0C0	5	0.11363663131263925
2316	59	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable5.R1C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	hint	1	1	1	AD JCommTable5.R1C0	4	Single-KC	59	JCommTable5.R1C0	4	0.36385162981129365
2317	60	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable5.R0C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	incorrect	2	1	1	AD JCommTable5.R0C0	5	Single-KC	60	JCommTable5.R0C0	5	0.14034659968031174
2318	61	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable6.R0C0	1/1/1970 1:55	1/1/1970 1:55		1/1/1970 1:55	incorrect	1	0	0	AD JCommTable6.R0C0	5	Single-KC	61	JCommTable6.R0C0	14	0.08526937782236148
2319	62	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable6.R1C0	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	1/1/1970 1:55	hint	0	1	1	AD JCommTable6.R1C0	4	Single-KC	62	JCommTable6.R1C0	13	0.06630250667470391
2320	63	BKT Controller(17)	AD 5_3_plus_4_2	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	hint	1	1	1	AD JCommTable6.R0C0	6	Single-KC	63	JCommTable6.R0C0	15	0.11467017818811327
2321	64	BKT Controller(17)	AD 5_3_plus_4_2	1	done	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	correct	0	1	0	AD done	4	Single-KC	64	done	13	0.7016496511936922
2322	65	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable8.R0C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	correct	0	1	0	AD JCommTable8.R0C0	4	Single-KC	65	JCommTable8.R0C0	6	0.42418888838883423
2323	66	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable6.R1C0	5	Single-KC	66	JCommTable6.R1C0	14	0.08527656907350338
2324	67	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable5.R0C0	6	Single-KC	67	JCommTable5.R0C0	6	0.19734820748692883
2325	68	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable6.R0C0	7	Single-KC	68	JCommTable6.R0C0	16	0.15251808721521565
2326	69	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable5.R1C0	5	Single-KC	69	JCommTable5.R1C0	5	0.6080727828460731
2327	70	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable4.R1C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable4.R1C0	4	Single-KC	70	JCommTable4.R1C0	5	0.4004588161355863
2328	71	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable6.R0C0	8	Single-KC	71	JCommTable6.R0C0	17	0.20003552521277668
2329	72	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable4.R1C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	incorrect	2	1	1	AD JCommTable4.R1C0	5	Single-KC	72	JCommTable4.R1C0	6	0.5800404905624919
2330	73	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	correct	0	1	0	AD JCommTable5.R1C0	6	Single-KC	73	JCommTable5.R1C0	6	0.8080086602835269
2331	74	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable6.R0C0	9	Single-KC	74	JCommTable6.R0C0	18	0.25785286575237204
2332	75	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable4.R0C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	hint	1	1	1	AD JCommTable4.R0C0	4	Single-KC	75	JCommTable4.R0C0	6	0.1746958044470932
2333	76	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable5.R0C0	7	Single-KC	76	JCommTable5.R0C0	7	0.2702236190198913
2334	77	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56		1/1/1970 1:56	incorrect	1	0	0	AD JCommTable6.R0C0	10	Single-KC	77	JCommTable6.R0C0	19	0.3255800948633061
2335	78	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	hint	1	1	1	AD JCommTable5.R0C0	8	Single-KC	78	JCommTable5.R0C0	8	0.3580068801321365
2336	79	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	correct	0	1	0	AD JCommTable6.R0C0	11	Single-KC	79	JCommTable6.R0C0	20	0.40147321399809893
2337	80	BKT Controller(17)	AD 7_9_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	incorrect	1	1	1	AD JCommTable6.R1C0	6	Single-KC	80	JCommTable6.R1C0	15	0.10904636194728044
2338	81	BKT Controller(17)	AD 7_9_plus_1_3	1	done	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	1/1/1970 1:56	correct	0	1	0	AD done	5	Single-KC	81	done	14	0.8403443577054405
2339	82	BKT Controller(17)	AS 6_4_plus_5_4	1	JCommTable6.R1C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	1	1	0	AS JCommTable6.R1C0	7	Single-KC	82	JCommTable6.R1C0	16	0.5253099590366606
2340	83	BKT Controller(17)	AS 6_4_plus_5_4	1	JCommTable8.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AS JCommTable8.R0C0	3	Single-KC	83	JCommTable8.R0C0	7	1.183961303954254e-09
2341	84	BKT Controller(17)	AS 6_4_plus_5_4	1	JCommTable6.R0C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	AS JCommTable6.R0C0	7	Single-KC	84	JCommTable6.R0C0	21	0.7335593991953382
2342	85	BKT Controller(17)	AS 6_4_plus_5_4	1	done	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	AS done	7	Single-KC	85	done	15	0.9726865517516338
2343	86	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable8.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	M  JCommTable8.R0C0	1	Single-KC	86	JCommTable8.R0C0	8	1.743940240208032e-09
2344	87	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable5.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	M  JCommTable5.R0C0	1	Single-KC	87	JCommTable5.R0C0	9	3.2803691972096146e-11
2345	88	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable4.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	M  JCommTable4.R0C0	2	Single-KC	88	JCommTable4.R0C0	7	1.0367928131643845e-15
2346	89	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable4.R1C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	2	0	0	M  JCommTable4.R1C0	1	Single-KC	89	JCommTable4.R1C0	7	7.766177598739842e-16
2347	90	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable5.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	M  JCommTable5.R0C0	2	Single-KC	90	JCommTable5.R0C0	10	3.2803691972096146e-11
2348	91	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable6.R0C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	hint	1	1	1	M  JCommTable6.R0C0	4	Single-KC	91	JCommTable6.R0C0	22	0.22206407840229872
2349	92	BKT Controller(17)	M 8_2_times_8_5	1	JCommTable6.R1C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	hint	0	1	1	M  JCommTable6.R1C0	4	Single-KC	92	JCommTable6.R1C0	17	0.19934011890179087
2350	93	BKT Controller(17)	M 8_2_times_8_5	1	done	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	M  done	4	Single-KC	93	done	16	0.825064688363946
2351	94	BKT Controller(17)	AS 1_5_plus_10_5	2	JCommTable6.R1C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	1	1	0	AS JCommTable6.R1C0	8	Single-KC	94	JCommTable6.R1C0	18	0.5972494316543514
2352	95	BKT Controller(17)	AS 1_5_plus_10_5	2	JCommTable6.R0C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	AS JCommTable6.R0C0	8	Single-KC	95	JCommTable6.R0C0	23	0.8295402514916896
2353	96	BKT Controller(17)	AS 1_5_plus_10_5	2	done	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	AS done	8	Single-KC	96	done	17	0.9881511276843941
2354	97	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable6.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AD JCommTable6.R0C0	12	Single-KC	97	JCommTable6.R0C0	24	0.4824031448586655
2355	98	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable6.R1C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AD JCommTable6.R1C0	7	Single-KC	98	JCommTable6.R1C0	19	0.13843894887018937
2356	99	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable6.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AD JCommTable6.R0C0	13	Single-KC	99	JCommTable6.R0C0	25	0.5642668977482579
2357	100	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable8.R0C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	correct	0	1	0	AD JCommTable8.R0C0	5	Single-KC	100	JCommTable8.R0C0	9	0.5421622250154814
2358	101	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable4.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AD JCommTable4.R0C0	5	Single-KC	101	JCommTable4.R0C0	8	0.2589773467993112
2359	102	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable5.R0C0	1/1/1970 1:57	1/1/1970 1:57		1/1/1970 1:57	incorrect	1	0	0	AD JCommTable5.R0C0	9	Single-KC	102	JCommTable5.R0C0	11	0.45646987159212277
2360	103	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable4.R1C0	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	1/1/1970 1:57	hint	0	1	1	AD JCommTable4.R1C0	6	Single-KC	103	JCommTable4.R1C0	8	0.7406659976124199
2361	104	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable5.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AD JCommTable5.R1C0	7	Single-KC	104	JCommTable5.R1C0	7	0.9194595560761514
2362	105	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable4.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	hint	1	1	1	AD JCommTable4.R0C0	6	Single-KC	105	JCommTable4.R0C0	9	0.36589332570353655
2363	106	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable5.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	hint	1	1	1	AD JCommTable5.R0C0	10	Single-KC	106	JCommTable5.R0C0	12	0.5584565782320002
2364	107	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable6.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AD JCommTable6.R0C0	14	Single-KC	107	JCommTable6.R0C0	26	0.6427709845129104
2365	108	BKT Controller(17)	AD 9_8_plus_10_8	1	JCommTable6.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	hint	0	1	1	AD JCommTable6.R1C0	8	Single-KC	108	JCommTable6.R1C0	20	0.1742050096159551
2366	109	BKT Controller(17)	AD 9_8_plus_10_8	1	done	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AD done	6	Single-KC	109	done	18	0.9217538978602772
2367	110	BKT Controller(17)	AS 2_2_plus_6_2	1	JCommTable6.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS JCommTable6.R0C0	9	Single-KC	110	JCommTable6.R0C0	27	0.8958543687849186
2368	111	BKT Controller(17)	AS 2_2_plus_6_2	1	JCommTable6.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	incorrect	1	1	0	AS JCommTable6.R1C0	9	Single-KC	111	JCommTable6.R1C0	21	0.665234285888488
2369	112	BKT Controller(17)	AS 2_2_plus_6_2	1	done	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS done	9	Single-KC	112	done	19	0.994905687402303
2370	113	BKT Controller(17)	M 5_9_times_3_3	2	JCommTable6.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	M  JCommTable6.R1C0	5	Single-KC	113	JCommTable6.R1C0	22	0.2742048926467912
2371	114	BKT Controller(17)	M 5_9_times_3_3	2	JCommTable4.R1C0	1/1/1970 1:58	1/1/1970 1:58		1/1/1970 1:58	incorrect	1	0	0	M  JCommTable4.R1C0	2	Single-KC	114	JCommTable4.R1C0	9	7.766177598739842e-16
2372	115	BKT Controller(17)	M 5_9_times_3_3	2	JCommTable5.R0C0	1/1/1970 1:58	1/1/1970 1:58		1/1/1970 1:58	incorrect	1	0	0	M  JCommTable5.R0C0	3	Single-KC	115	JCommTable5.R0C0	13	3.2803691972096146e-11
2373	116	BKT Controller(17)	M 5_9_times_3_3	2	JCommTable6.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	M  JCommTable6.R0C0	5	Single-KC	116	JCommTable6.R0C0	28	0.3437197090722307
2374	117	BKT Controller(17)	M 5_9_times_3_3	2	done	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	M  done	5	Single-KC	117	done	20	0.9336210801564213
2375	118	BKT Controller(17)	AS 8_4_plus_8_4	1	JCommTable6.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS JCommTable6.R0C0	10	Single-KC	118	JCommTable6.R0C0	29	0.9382894076161126
2376	119	BKT Controller(17)	AS 8_4_plus_8_4	1	JCommTable4.R1C0	1/1/1970 1:58	1/1/1970 1:58		1/1/1970 1:58	incorrect	1	0	0	AS JCommTable4.R1C0	2	Single-KC	119	JCommTable4.R1C0	10	7.158891001403323e-20
2377	120	BKT Controller(17)	AS 8_4_plus_8_4	1	JCommTable6.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	hint	0	1	1	AS JCommTable6.R1C0	10	Single-KC	120	JCommTable6.R1C0	23	0.726989012528595
2378	121	BKT Controller(17)	AS 8_4_plus_8_4	1	done	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS done	10	Single-KC	121	done	21	0.9978182491798896
2379	122	BKT Controller(17)	AS 3_1_plus_10_1	1	JCommTable6.R0C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS JCommTable6.R0C0	11	Single-KC	122	JCommTable6.R0C0	30	0.9641263062888982
2380	123	BKT Controller(17)	AS 3_1_plus_10_1	1	JCommTable6.R1C0	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS JCommTable6.R1C0	11	Single-KC	123	JCommTable6.R1C0	24	0.7811003599022277
2381	124	BKT Controller(17)	AS 3_1_plus_10_1	1	done	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	1/1/1970 1:58	correct	0	1	0	AS done	11	Single-KC	124	done	22	0.9990671787618213
2382	125	BKT Controller(17)	M 3_3_times_4_7	1	JCommTable6.R1C0	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	incorrect	1	1	0	M  JCommTable6.R1C0	6	Single-KC	125	JCommTable6.R1C0	25	0.3643899748227072
2383	126	BKT Controller(17)	M 3_3_times_4_7	1	JCommTable6.R0C0	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	incorrect	2	1	1	M  JCommTable6.R0C0	6	Single-KC	126	JCommTable6.R0C0	31	0.49004013948250796
2384	127	BKT Controller(17)	M 3_3_times_4_7	1	done	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	correct	0	1	0	M  done	6	Single-KC	127	done	23	0.9767138899719799
2385	128	BKT Controller(17)	AS 7_8_plus_4_8	1	JCommTable6.R0C0	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	1/1/1970 1:59	correct	0	1	0	AS JCommTable6.R0C0	12	Single-KC	128	JCommTable6.R0C0	32	0.9793835339895223
2386	129	BKT Controller(17)	AS 7_8_plus_4_8	1	JCommTable8.R0C0	1/1/1970 1:59	1/1/1970 1:59		1/1/1970 1:59	incorrect	1	0	0	AS JCommTable8.R0C0	4	Single-KC	129	JCommTable8.R0C0	10	1.183961303954254e-09
2387	130	BKT Controller(17)	AS 7_8_plus_4_8	1	JCommTable6.R0C0	1/1/1970 1:59	1/1/1970 1:59		1/1/1970 1:59	incorrect	1	0	0	AS JCommTable6.R0C0	13	Single-KC	130	JCommTable6.R0C0	33	0.9882310108232655
