	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	Prediction
1084	21	BKT Controller(9)	AD 5_5_plus_4_10	1	JCommTable5.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable5.R1C0	2	Single-KC	21	JCommTable5.R1C0	2	0.13123170120151553
1085	22	BKT Controller(9)	AD 5_5_plus_4_10	1	JCommTable4.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	hint	1	1	1	AD JCommTable4.R0C0	3	Single-KC	22	JCommTable4.R0C0	3	0.17242296870932172
1086	23	BKT Controller(9)	AD 5_5_plus_4_10	1	JCommTable5.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	hint	1	1	1	AD JCommTable5.R0C0	3	Single-KC	23	JCommTable5.R0C0	3	0.10491363264982505
1087	24	BKT Controller(9)	AD 5_5_plus_4_10	1	JCommTable6.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	hint	0	1	1	AD JCommTable6.R1C0	4	Single-KC	24	JCommTable6.R1C0	5	0.2398457274806884
1088	25	BKT Controller(9)	AD 5_5_plus_4_10	1	done	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AD done	3	Single-KC	25	done	4	0.30725528851336614
1089	26	BKT Controller(9)	AD 5_5_plus_4_10	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	hint	1	1	1	AD JCommTable6.R0C0	4	Single-KC	26	JCommTable6.R0C0	5	0.2787751220227793
1090	27	BKT Controller(9)	AD 5_5_plus_4_10	1	done	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD done	4	Single-KC	27	done	5	0.4030690844087552
1091	28	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable4.R1C0	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AS JCommTable4.R1C0	1	Single-KC	28	JCommTable4.R1C0	3	3.170030863484638e-08
1092	29	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable5.R1C0	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AS JCommTable5.R1C0	1	Single-KC	29	JCommTable5.R1C0	3	1.7456807743629437e-09
1093	30	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AS JCommTable8.R0C0	1	Single-KC	30	JCommTable8.R0C0	3	5.638116083653611e-13
1094	31	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AS JCommTable6.R0C0	2	Single-KC	31	JCommTable6.R0C0	6	0.40363267223836913
1095	32	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable5.R0C0	1/1/1970 0:53	1/1/1970 0:53		1/1/1970 0:53	incorrect	1	0	0	AS JCommTable5.R0C0	1	Single-KC	32	JCommTable5.R0C0	4	6.327196100719073e-08
1096	33	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable4.R0C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	2	0	0	AS JCommTable4.R0C0	1	Single-KC	33	JCommTable4.R0C0	4	1.7349657673191773e-08
1097	34	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	AS JCommTable6.R1C0	2	Single-KC	34	JCommTable6.R1C0	6	0.3902544592684209
1098	35	BKT Controller(9)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	incorrect	2	1	1	AS JCommTable6.R0C0	3	Single-KC	35	JCommTable6.R0C0	7	0.4191571443182334
1099	36	BKT Controller(9)	AS 6_1_plus_9_1	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS done	2	Single-KC	36	done	6	0.4575423927803498
1100	37	BKT Controller(9)	AS 9_8_plus_3_8	1	JCommTable4.R1C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	AS JCommTable4.R1C0	2	Single-KC	37	JCommTable4.R1C0	4	3.170030863484638e-08
1101	38	BKT Controller(9)	AS 9_8_plus_3_8	1	JCommTable5.R1C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	AS JCommTable5.R1C0	2	Single-KC	38	JCommTable5.R1C0	4	1.7456807743629437e-09
1102	39	BKT Controller(9)	AS 9_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS JCommTable6.R0C0	4	Single-KC	39	JCommTable6.R0C0	8	0.4348433389391745
1103	40	BKT Controller(9)	AS 9_8_plus_3_8	1	done	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	AS done	3	Single-KC	40	done	7	0.6620287599733682
1104	41	BKT Controller(9)	AS 9_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS JCommTable6.R1C0	3	Single-KC	41	JCommTable6.R1C0	7	0.39750442443498285
1105	42	BKT Controller(9)	AS 9_8_plus_3_8	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS done	4	Single-KC	42	done	8	0.8197916865494136
1106	43	BKT Controller(9)	M 10_8_times_8_2	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	M  JCommTable6.R0C0	1	Single-KC	43	JCommTable6.R0C0	9	0.14939870318156923
1107	44	BKT Controller(9)	M 10_8_times_8_2	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	M  JCommTable6.R1C0	1	Single-KC	44	JCommTable6.R1C0	8	0.21094762609864245
1108	45	BKT Controller(9)	M 10_8_times_8_2	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	incorrect	2	1	1	M  JCommTable6.R0C0	2	Single-KC	45	JCommTable6.R0C0	10	0.1831097671205121
1109	46	BKT Controller(9)	M 10_8_times_8_2	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	M  JCommTable6.R1C0	2	Single-KC	46	JCommTable6.R1C0	9	0.239472811977851
1110	47	BKT Controller(9)	M 10_8_times_8_2	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	M  done	1	Single-KC	47	done	9	0.2009027382186348
1111	48	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	1	0	0	AD JCommTable6.R0C0	5	Single-KC	48	JCommTable6.R0C0	11	0.2880433715716798
1112	49	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54		1/1/1970 0:54	incorrect	2	0	0	AD JCommTable6.R1C0	5	Single-KC	49	JCommTable6.R1C0	10	0.24651962489832802
1113	50	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:55	incorrect	1	0	0	AD JCommTable6.R0C0	6	Single-KC	50	JCommTable6.R0C0	12	0.2974926559822075
1114	51	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	1	1	1	AD JCommTable8.R0C0	3	Single-KC	51	JCommTable8.R0C0	4	0.5560174300773496
1115	52	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	1	1	0	AD JCommTable4.R1C0	3	Single-KC	52	JCommTable4.R1C0	5	0.2905833929541589
1116	53	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable5.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	1	1	0	AD JCommTable5.R1C0	3	Single-KC	53	JCommTable5.R1C0	5	0.2019330673915135
1117	54	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	1	1	0	AD JCommTable4.R0C0	4	Single-KC	54	JCommTable4.R0C0	5	0.20959936008796717
1118	55	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:55	incorrect	1	0	0	AD JCommTable6.R1C0	6	Single-KC	55	JCommTable6.R1C0	11	0.25331734310800985
1119	56	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	1	1	0	AD JCommTable5.R0C0	4	Single-KC	56	JCommTable5.R0C0	5	0.12768462353501683
1120	57	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	0	1	0	AD JCommTable6.R1C0	7	Single-KC	57	JCommTable6.R1C0	12	0.26023776665603576
1121	58	BKT Controller(9)	AD 3_3_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	0	1	1	AD JCommTable6.R0C0	7	Single-KC	58	JCommTable6.R0C0	13	0.30711820622740654
1122	59	BKT Controller(9)	AD 3_3_plus_2_8	1	done	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	0	1	0	AD done	5	Single-KC	59	done	10	0.5068985020367555
1123	60	BKT Controller(9)	M 5_10_times_2_9	1	JCommTable8.R0C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:55	incorrect	1	0	0	M  JCommTable8.R0C0	1	Single-KC	60	JCommTable8.R0C0	5	2.0628767336979084e-09
1124	61	BKT Controller(9)	M 5_10_times_2_9	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:55	incorrect	1	0	0	M  JCommTable6.R1C0	3	Single-KC	61	JCommTable6.R1C0	13	0.2705327859609866
1125	62	BKT Controller(9)	M 5_10_times_2_9	1	JCommTable4.R0C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:55	incorrect	1	0	0	M  JCommTable4.R0C0	1	Single-KC	62	JCommTable4.R0C0	6	3.426401509836373e-08
1126	63	BKT Controller(9)	M 5_10_times_2_9	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	1	1	1	M  JCommTable6.R0C0	3	Single-KC	63	JCommTable6.R0C0	14	0.22243834769573811
1127	64	BKT Controller(9)	M 5_10_times_2_9	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	2	1	1	M  JCommTable6.R1C0	4	Single-KC	64	JCommTable6.R1C0	14	0.3040109334721915
1128	65	BKT Controller(9)	M 5_10_times_2_9	1	done	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	0	1	0	M  done	2	Single-KC	65	done	11	0.33418978237577285
1129	66	BKT Controller(9)	M 10_4_times_6_4	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	0	1	0	M  JCommTable6.R1C0	5	Single-KC	66	JCommTable6.R1C0	15	0.33970268263818315
1130	67	BKT Controller(9)	M 10_4_times_6_4	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55		1/1/1970 0:56	incorrect	2	0	0	M  JCommTable6.R0C0	4	Single-KC	67	JCommTable6.R0C0	15	0.26744842852851614
1131	68	BKT Controller(9)	M 10_4_times_6_4	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	M  JCommTable6.R1C0	6	Single-KC	68	JCommTable6.R1C0	16	0.3773130713647734
1132	69	BKT Controller(9)	M 10_4_times_6_4	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	hint	1	1	1	M  JCommTable6.R0C0	5	Single-KC	69	JCommTable6.R0C0	16	0.31784327684109565
1133	70	BKT Controller(9)	M 10_4_times_6_4	1	done	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	M  done	3	Single-KC	70	done	12	0.5005176268309441
1134	71	BKT Controller(9)	AS 6_5_plus_7_5	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	AS JCommTable6.R1C0	4	Single-KC	71	JCommTable6.R1C0	17	0.4047996600218309
1135	72	BKT Controller(9)	AS 6_5_plus_7_5	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	AS JCommTable6.R0C0	5	Single-KC	72	JCommTable6.R0C0	17	0.4506611014146945
1136	73	BKT Controller(9)	AS 6_5_plus_7_5	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AS JCommTable6.R1C0	5	Single-KC	73	JCommTable6.R1C0	18	0.4121371970154421
1137	74	BKT Controller(9)	AS 6_5_plus_7_5	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	hint	0	1	1	AS JCommTable6.R0C0	6	Single-KC	74	JCommTable6.R0C0	18	0.4665792251131661
1138	75	BKT Controller(9)	AS 6_5_plus_7_5	1	done	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AS done	5	Single-KC	75	done	13	0.9135305291014101
1139	76	BKT Controller(9)	M 7_7_times_1_8	1	JCommTable8.R0C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	M  JCommTable8.R0C0	2	Single-KC	76	JCommTable8.R0C0	6	2.0628767336979084e-09
1140	77	BKT Controller(9)	M 7_7_times_1_8	1	JCommTable5.R0C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	M  JCommTable5.R0C0	1	Single-KC	77	JCommTable5.R0C0	6	4.221453463035484e-08
1141	78	BKT Controller(9)	M 7_7_times_1_8	1	JCommTable4.R0C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	M  JCommTable4.R0C0	2	Single-KC	78	JCommTable4.R0C0	7	3.426401509836373e-08
1142	79	BKT Controller(9)	M 7_7_times_1_8	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	2	1	1	M  JCommTable6.R0C0	6	Single-KC	79	JCommTable6.R0C0	19	0.37290016300561357
1143	80	BKT Controller(9)	M 7_7_times_1_8	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	hint	0	1	1	M  JCommTable6.R1C0	7	Single-KC	80	JCommTable6.R1C0	19	0.4164611728496225
1144	81	BKT Controller(9)	M 7_7_times_1_8	1	done	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	M  done	4	Single-KC	81	done	14	0.6667309890441017
1145	82	BKT Controller(9)	AS 6_4_plus_5_4	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	AS JCommTable6.R1C0	6	Single-KC	82	JCommTable6.R1C0	20	0.4195139926545567
1146	83	BKT Controller(9)	AS 6_4_plus_5_4	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	2	1	0	AS JCommTable6.R0C0	7	Single-KC	83	JCommTable6.R0C0	20	0.48256569205046107
1147	84	BKT Controller(9)	AS 6_4_plus_5_4	1	JCommTable8.R0C0	1/1/1970 0:56	1/1/1970 0:56		1/1/1970 0:56	incorrect	1	0	0	AS JCommTable8.R0C0	2	Single-KC	84	JCommTable8.R0C0	7	5.638116083653611e-13
1148	85	BKT Controller(9)	AS 6_4_plus_5_4	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AS JCommTable6.R1C0	7	Single-KC	85	JCommTable6.R1C0	21	0.42692693515197244
1149	86	BKT Controller(9)	AS 6_4_plus_5_4	1	done	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AS done	6	Single-KC	86	done	15	0.9608385660121632
1150	87	BKT Controller(9)	AS 9_7_plus_1_7	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AS JCommTable6.R0C0	8	Single-KC	87	JCommTable6.R0C0	21	0.498587927316091
1151	88	BKT Controller(9)	AS 9_7_plus_1_7	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AS JCommTable5.R0C0	2	Single-KC	88	JCommTable5.R0C0	7	6.327196100719073e-08
1152	89	BKT Controller(9)	AS 9_7_plus_1_7	1	JCommTable6.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	hint	0	1	1	AS JCommTable6.R1C0	8	Single-KC	89	JCommTable6.R1C0	22	0.4343728486695903
1153	90	BKT Controller(9)	AS 9_7_plus_1_7	1	done	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AS done	7	Single-KC	90	done	16	0.9827527112577994
1154	91	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	3	0	0	AD JCommTable6.R0C0	8	Single-KC	91	JCommTable6.R0C0	22	0.31691470003615274
1155	92	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable8.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	hint	0	1	1	AD JCommTable8.R0C0	4	Single-KC	92	JCommTable8.R0C0	8	0.5629526931605431
1156	93	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable5.R1C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable5.R1C0	4	Single-KC	93	JCommTable5.R1C0	6	0.2976736635213919
1157	94	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable4.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable4.R1C0	4	Single-KC	94	JCommTable4.R1C0	6	0.3587376013660571
1158	95	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable8.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable8.R0C0	5	Single-KC	95	JCommTable8.R0C0	9	0.5698634299878328
1159	96	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable4.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable4.R0C0	5	Single-KC	96	JCommTable4.R0C0	8	0.2523472532811362
1160	97	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable5.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable5.R1C0	5	Single-KC	97	JCommTable5.R1C0	7	0.41519150721150594
1161	98	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable5.R0C0	5	Single-KC	98	JCommTable5.R0C0	8	0.1545446090894015
1162	99	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable4.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable4.R0C0	6	Single-KC	99	JCommTable4.R0C0	9	0.3004989694804764
1163	100	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable5.R0C0	6	Single-KC	100	JCommTable5.R0C0	9	0.1858510851782472
1164	101	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable6.R0C0	9	Single-KC	101	JCommTable6.R0C0	23	0.3268762623708598
1165	102	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable4.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	hint	1	1	1	AD JCommTable4.R0C0	7	Single-KC	102	JCommTable4.R0C0	10	0.35349458987198096
1166	103	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57		1/1/1970 0:57	incorrect	1	0	0	AD JCommTable6.R0C0	10	Single-KC	103	JCommTable6.R0C0	24	0.3369964692616006
1167	104	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	hint	0	1	1	AD JCommTable5.R0C0	7	Single-KC	104	JCommTable5.R0C0	10	0.2218353849881744
1168	105	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable6.R1C0	8	Single-KC	105	JCommTable6.R1C0	23	0.2672795752489832
1169	106	BKT Controller(9)	AD 10_6_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	incorrect	2	1	1	AD JCommTable6.R0C0	11	Single-KC	106	JCommTable6.R0C0	25	0.3472683551295638
1170	107	BKT Controller(9)	AD 10_6_plus_4_8	1	done	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD done	6	Single-KC	107	done	17	0.6101362403824044
1171	108	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable6.R1C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	M  JCommTable6.R1C0	8	Single-KC	108	JCommTable6.R1C0	24	0.4566920648952129
1172	109	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable6.R0C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	1	0	0	M  JCommTable6.R0C0	7	Single-KC	109	JCommTable6.R0C0	26	0.43146191532051
1173	110	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable4.R0C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	1	0	0	M  JCommTable4.R0C0	3	Single-KC	110	JCommTable4.R0C0	11	3.426401509836373e-08
1174	111	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable6.R0C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	1	0	0	M  JCommTable6.R0C0	8	Single-KC	111	JCommTable6.R0C0	27	0.49200491135268165
1175	112	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable6.R1C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	1	0	0	M  JCommTable6.R1C0	9	Single-KC	112	JCommTable6.R1C0	25	0.4974960032294554
1176	113	BKT Controller(9)	M 5_6_times_3_1	1	JCommTable6.R0C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	incorrect	1	1	1	M  JCommTable6.R0C0	9	Single-KC	113	JCommTable6.R0C0	28	0.5527833242604163
1177	114	BKT Controller(9)	M 5_6_times_3_1	1	done	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	M  done	5	Single-KC	114	done	18	0.7997612406083088
1178	115	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	2	0	0	AD JCommTable6.R1C0	9	Single-KC	115	JCommTable6.R1C0	26	0.27444123951641913
1179	116	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:58	1/1/1970 0:58		1/1/1970 0:58	incorrect	1	0	0	AD JCommTable4.R0C0	8	Single-KC	116	JCommTable4.R0C0	12	0.4103535950061951
1180	117	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable8.R0C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	hint	0	1	1	AD JCommTable8.R0C0	6	Single-KC	117	JCommTable8.R0C0	10	0.5767470496699376
1181	118	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable4.R1C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	AD JCommTable4.R1C0	5	Single-KC	118	JCommTable4.R1C0	7	0.43311757274331475
1182	119	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable5.R1C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	AD JCommTable5.R1C0	6	Single-KC	119	JCommTable5.R1C0	8	0.5432196867201726
1183	120	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	hint	0	1	1	AD JCommTable4.R0C0	9	Single-KC	120	JCommTable4.R0C0	13	0.46971355487528116
1184	121	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	AD JCommTable5.R0C0	8	Single-KC	121	JCommTable5.R0C0	11	0.2625401879488435
1185	122	BKT Controller(9)	AD 6_9_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	1/1/1970 0:58	correct	0	1	0	AD JCommTable6.R1C0	10	Single-KC	122	JCommTable6.R1C0	27	0.28172101735937044
