	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
366	148	BKT Controller(3)	AD 8_10_plus_7_3	1	JCommTable6.R0C0	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	hint	0	1	1	JCommTable6.R0C0	37	Single-KC	148	AD JCommTable6.R0C0	8	0.304127749298134
367	149	BKT Controller(3)	AD 8_10_plus_7_3	1	done	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	1/1/1970 0:16	correct	0	1	0	done	34	Single-KC	149	AD done	5	0.6882268395652379
368	150	BKT Controller(3)	AS 10_8_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable6.R0C0	38	Single-KC	150	AS JCommTable6.R0C0	11	0.6519710164756829
369	151	BKT Controller(3)	AS 10_8_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable6.R1C0	42	Single-KC	151	AS JCommTable6.R1C0	10	0.5412789716000116
370	152	BKT Controller(3)	AS 10_8_plus_4_8	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	done	35	Single-KC	152	AS done	10	0.9820904261608695
371	153	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable6.R0C0	39	Single-KC	153	AD JCommTable6.R0C0	9	0.3165027943175938
372	154	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable4.R0C0	6	Single-KC	154	AD JCommTable4.R0C0	6	0.3990872178598201
373	155	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable8.R0C0	8	Single-KC	155	AD JCommTable8.R0C0	5	0.6985555578046992
374	156	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable4.R1C0	10	Single-KC	156	AD JCommTable4.R1C0	5	0.4311698323608362
375	157	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable4.R0C0	7	Single-KC	157	AD JCommTable4.R0C0	7	0.4327288739055649
376	158	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable5.R1C0	7	Single-KC	158	AD JCommTable5.R1C0	7	0.4778259399654055
377	159	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable5.R0C0	11	Single-KC	159	AD JCommTable5.R0C0	8	0.3783361427679922
378	160	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable6.R1C0	43	Single-KC	160	AD JCommTable6.R1C0	10	0.2793151096033415
379	161	BKT Controller(3)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	JCommTable6.R0C0	40	Single-KC	161	AD JCommTable6.R0C0	10	0.32914321024526266
380	162	BKT Controller(3)	AD 2_5_plus_3_4	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	correct	0	1	0	done	36	Single-KC	162	AD done	6	0.7885568063457676
381	1	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable8.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	1	AD JCommTable8.R0C0	1	0.7678037180937325
382	2	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	2	AD JCommTable4.R1C0	1	0.4513968698323264
383	3	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable4.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	3	AD JCommTable4.R0C0	1	0.3816513126684919
384	4	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable5.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable5.R1C0	1	Single-KC	4	AD JCommTable5.R1C0	1	0.49772916181497046
385	5	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable5.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	5	AD JCommTable5.R0C0	1	0.35395798128433825
386	6	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable6.R1C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable6.R1C0	1	Single-KC	6	AD JCommTable6.R1C0	1	0.3186435145565115
387	7	BKT Controller(4)	AD 3_10_plus_8_6	1	JCommTable6.R0C0	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	JCommTable6.R0C0	1	Single-KC	7	AD JCommTable6.R0C0	1	0.35135950004268796
388	8	BKT Controller(4)	AD 3_10_plus_8_6	1	done	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	1/1/1970 0:17	hint	0	1	1	done	1	Single-KC	8	AD done	1	0.33484878538693197
389	9	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable4.R1C0	1/1/1970 0:17	1/1/1970 0:17		1/1/1970 0:17	incorrect	1	0	0	JCommTable4.R1C0	2	Single-KC	9	M  JCommTable4.R1C0	1	3.177769738496672e-21
390	10	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable5.R0C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable5.R0C0	2	Single-KC	10	M  JCommTable5.R0C0	1	2.4243894529637367e-14
391	11	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable8.R0C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable8.R0C0	2	Single-KC	11	M  JCommTable8.R0C0	1	6.877725399324088e-25
392	12	BKT Controller(4)	M 3_5_times_10_6	1	done	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	done	2	Single-KC	12	M  done	1	0.31126265363412764
393	13	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R0C0	2	Single-KC	13	M  JCommTable6.R0C0	1	0.42476460043993597
394	14	BKT Controller(4)	M 3_5_times_10_6	1	done	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	done	3	Single-KC	14	M  done	2	0.5492314153126425
395	15	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R1C0	2	Single-KC	15	M  JCommTable6.R1C0	1	0.4694463998533511
396	16	BKT Controller(4)	M 3_5_times_10_6	1	JCommTable5.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable5.R1C0	2	Single-KC	16	M  JCommTable5.R1C0	1	5.818551807703458e-16
397	17	BKT Controller(4)	M 3_5_times_10_6	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	done	4	Single-KC	17	M  done	3	0.7666255886013854
398	18	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable4.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable4.R1C0	3	Single-KC	18	AS JCommTable4.R1C0	1	1.3409545619915526e-16
399	19	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable5.R0C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable5.R0C0	3	Single-KC	19	AS JCommTable5.R0C0	1	8.41679305896378e-09
400	20	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable5.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable5.R1C0	3	Single-KC	20	AS JCommTable5.R1C0	1	2.1206005021714872e-11
401	21	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable6.R1C0	3	Single-KC	21	AS JCommTable6.R1C0	1	0.5006646751114273
402	22	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable8.R0C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable8.R0C0	3	Single-KC	22	AS JCommTable8.R0C0	1	6.8892935378361104e-62
403	23	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R1C0	4	Single-KC	23	AS JCommTable6.R1C0	2	0.5223796483827534
404	24	BKT Controller(4)	AS 4_7_plus_2_7	1	done	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	done	5	Single-KC	24	AS done	1	0.6478396632984408
405	25	BKT Controller(4)	AS 4_7_plus_2_7	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R0C0	3	Single-KC	25	AS JCommTable6.R0C0	1	0.5631339051704453
406	26	BKT Controller(4)	AS 4_7_plus_2_7	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	done	6	Single-KC	26	AS done	2	0.7418455053914017
407	27	BKT Controller(4)	M 1_6_times_6_2	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable6.R1C0	5	Single-KC	27	M  JCommTable6.R1C0	2	0.5171665208535275
408	28	BKT Controller(4)	M 1_6_times_6_2	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable6.R0C0	4	Single-KC	28	M  JCommTable6.R0C0	2	0.4601995900957169
409	29	BKT Controller(4)	M 1_6_times_6_2	1	JCommTable5.R1C0	1/1/1970 0:18	1/1/1970 0:18		1/1/1970 0:18	incorrect	1	0	0	JCommTable5.R1C0	4	Single-KC	29	M  JCommTable5.R1C0	2	5.818551807703458e-16
410	30	BKT Controller(4)	M 1_6_times_6_2	1	JCommTable6.R0C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R0C0	5	Single-KC	30	M  JCommTable6.R0C0	3	0.4960415495276624
411	31	BKT Controller(4)	M 1_6_times_6_2	1	JCommTable6.R1C0	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	hint	0	1	1	JCommTable6.R1C0	6	Single-KC	31	M  JCommTable6.R1C0	3	0.5645755795592104
412	32	BKT Controller(4)	M 1_6_times_6_2	1	done	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	1/1/1970 0:18	correct	0	1	0	done	7	Single-KC	32	M  done	4	0.8985433302285988
413	33	BKT Controller(4)	M 8_1_times_10_5	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable6.R0C0	6	Single-KC	33	M  JCommTable6.R0C0	4	0.5319242394050132
414	34	BKT Controller(4)	M 8_1_times_10_5	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	7	Single-KC	34	M  JCommTable6.R1C0	4	0.6108325080631389
415	35	BKT Controller(4)	M 8_1_times_10_5	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	incorrect	1	1	1	JCommTable6.R0C0	7	Single-KC	35	M  JCommTable6.R0C0	5	0.5674797569142142
416	36	BKT Controller(4)	M 8_1_times_10_5	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	8	Single-KC	36	M  done	5	0.9598028496146361
417	37	BKT Controller(4)	M 3_7_times_6_6	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	incorrect	1	1	0	JCommTable6.R0C0	8	Single-KC	37	M  JCommTable6.R0C0	6	0.6023534822067227
418	38	BKT Controller(4)	M 3_7_times_6_6	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	8	Single-KC	38	M  JCommTable6.R1C0	5	0.6551767133583711
419	39	BKT Controller(4)	M 3_7_times_6_6	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	9	Single-KC	39	M  done	6	0.9847035591089306
420	40	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R0C0	9	Single-KC	40	M  JCommTable6.R0C0	7	0.6362178944375675
421	41	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable5.R1C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable5.R1C0	5	Single-KC	41	M  JCommTable5.R1C0	3	5.818551807703458e-16
422	42	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable4.R1C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable4.R1C0	4	Single-KC	42	M  JCommTable4.R1C0	2	3.177769738496672e-21
423	43	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable6.R1C0	9	Single-KC	43	M  JCommTable6.R1C0	6	0.6969747107847148
424	44	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable8.R0C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable8.R0C0	4	Single-KC	44	M  JCommTable8.R0C0	2	6.877725399324088e-25
425	45	BKT Controller(4)	M 7_10_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	0	1	1	JCommTable6.R1C0	10	Single-KC	45	M  JCommTable6.R1C0	7	0.7357496198884212
426	46	BKT Controller(4)	M 7_10_times_1_6	1	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	10	Single-KC	46	M  done	7	0.994271229668406
427	47	BKT Controller(4)	M 1_6_times_6_2	2	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R1C0	11	Single-KC	47	M  JCommTable6.R1C0	8	0.7711917540777339
428	48	BKT Controller(4)	M 1_6_times_6_2	2	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	JCommTable6.R0C0	10	Single-KC	48	M  JCommTable6.R0C0	8	0.6687841465317753
429	49	BKT Controller(4)	M 1_6_times_6_2	2	done	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	correct	0	1	0	done	11	Single-KC	49	M  done	8	0.9978674410516034
430	50	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R0C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable6.R0C0	11	Single-KC	50	AD JCommTable6.R0C0	2	0.36464932294677554
431	51	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R1C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	2	0	0	JCommTable6.R1C0	12	Single-KC	51	AD JCommTable6.R1C0	2	0.3291443310085286
432	52	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable8.R0C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:19	hint	0	1	1	JCommTable8.R0C0	5	Single-KC	52	AD JCommTable8.R0C0	2	0.7793584267121451
433	53	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable5.R0C0	1/1/1970 0:19	1/1/1970 0:19		1/1/1970 0:19	incorrect	1	0	0	JCommTable5.R0C0	4	Single-KC	53	AD JCommTable5.R0C0	2	0.3779674415639559
434	54	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable4.R1C0	1/1/1970 0:19	1/1/1970 0:19	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable4.R1C0	5	Single-KC	54	AD JCommTable4.R1C0	2	0.4848345851827706
435	55	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable6.R0C0	12	Single-KC	55	AD JCommTable6.R0C0	3	0.3781487677350474
436	56	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable5.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable5.R0C0	5	Single-KC	56	AD JCommTable5.R0C0	3	0.40259061382904493
437	57	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable4.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable4.R0C0	2	Single-KC	57	AD JCommTable4.R0C0	2	0.41483784392770234
438	58	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable5.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable5.R1C0	6	Single-KC	58	AD JCommTable5.R1C0	2	0.5202086644563476
439	59	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable6.R0C0	13	Single-KC	59	AD JCommTable6.R0C0	4	0.39183975334823185
440	60	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable5.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable5.R0C0	6	Single-KC	60	AD JCommTable5.R0C0	4	0.42771489575641947
441	61	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	14	Single-KC	61	AD JCommTable6.R0C0	5	0.40570303363827986
442	62	BKT Controller(4)	AD 9_6_plus_9_2	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable6.R1C0	13	Single-KC	62	AD JCommTable6.R1C0	3	0.3398186099319253
443	63	BKT Controller(4)	AD 9_6_plus_9_2	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	12	Single-KC	63	AD done	2	0.45960575022596645
444	64	BKT Controller(4)	AS 10_4_plus_6_4	1	JCommTable4.R1C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable4.R1C0	6	Single-KC	64	AS JCommTable4.R1C0	2	1.3409545619915526e-16
445	65	BKT Controller(4)	AS 10_4_plus_6_4	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	15	Single-KC	65	AS JCommTable6.R0C0	2	0.5873975865029042
446	66	BKT Controller(4)	AS 10_4_plus_6_4	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	2	0	0	JCommTable6.R1C0	14	Single-KC	66	AS JCommTable6.R1C0	3	0.5440103572346919
447	67	BKT Controller(4)	AS 10_4_plus_6_4	1	JCommTable8.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable8.R0C0	6	Single-KC	67	AS JCommTable8.R0C0	2	6.8892935378361104e-62
448	68	BKT Controller(4)	AS 10_4_plus_6_4	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable6.R1C0	15	Single-KC	68	AS JCommTable6.R1C0	4	0.5654763091731518
449	69	BKT Controller(4)	AS 10_4_plus_6_4	1	done	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	done	13	Single-KC	69	AS done	3	0.8178143172245593
450	70	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable6.R1C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable6.R1C0	16	Single-KC	70	AD JCommTable6.R1C0	4	0.3506581153273808
451	71	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable8.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	hint	0	1	1	JCommTable8.R0C0	7	Single-KC	71	AD JCommTable8.R0C0	3	0.7904950362783761
452	72	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable4.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable4.R1C0	7	Single-KC	72	AD JCommTable4.R1C0	3	0.5184086282740958
453	73	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20		1/1/1970 0:20	incorrect	1	0	0	JCommTable6.R0C0	16	Single-KC	73	AD JCommTable6.R0C0	6	0.41971829275377426
454	74	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable5.R1C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable5.R1C0	7	Single-KC	74	AD JCommTable5.R1C0	3	0.54260663418119
455	75	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable4.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable4.R0C0	3	Single-KC	75	AD JCommTable4.R0C0	3	0.44881556027178443
456	76	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable5.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable5.R0C0	7	Single-KC	76	AD JCommTable5.R0C0	5	0.4532176133936877
457	77	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable6.R0C0	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	1/1/1970 0:20	correct	0	1	0	JCommTable6.R0C0	17	Single-KC	77	AD JCommTable6.R0C0	7	0.4338642542263637
458	78	BKT Controller(4)	AD 2_3_plus_3_10	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	incorrect	1	1	1	JCommTable6.R1C0	17	Single-KC	78	AD JCommTable6.R1C0	5	0.36165396886474704
459	79	BKT Controller(4)	AD 2_3_plus_3_10	1	done	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	done	14	Single-KC	79	AD done	3	0.5896395615774541
460	80	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	2	0	0	JCommTable6.R0C0	18	Single-KC	80	AD JCommTable6.R0C0	8	0.44811880267493875
461	81	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable8.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	JCommTable8.R0C0	8	Single-KC	81	AD JCommTable8.R0C0	4	0.8012129130264175
462	82	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable4.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable4.R1C0	8	Single-KC	82	AD JCommTable4.R1C0	4	0.5518172609508475
463	83	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable4.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	JCommTable4.R0C0	4	Single-KC	83	AD JCommTable4.R0C0	4	0.48327782946592446
464	84	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable5.R0C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable5.R0C0	8	Single-KC	84	AD JCommTable5.R0C0	6	0.4789682821359473
465	85	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable5.R1C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	JCommTable5.R1C0	8	Single-KC	85	AD JCommTable5.R1C0	4	0.5648336722465254
466	86	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable6.R1C0	1/1/1970 0:21	1/1/1970 0:21		1/1/1970 0:21	incorrect	1	0	0	JCommTable6.R1C0	18	Single-KC	86	AD JCommTable6.R1C0	6	0.3727966699603174
467	87	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable5.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	hint	0	1	1	JCommTable5.R0C0	9	Single-KC	87	AD JCommTable5.R0C0	7	0.5048312043889569
468	88	BKT Controller(4)	AD 5_1_plus_7_7	1	JCommTable6.R0C0	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	1/1/1970 0:21	correct	0	1	0	JCommTable6.R0C0	19	Single-KC	88	AD JCommTable6.R0C0	9	0.46245911676677176
